sentence	label
"""he's a good defender, he has a good arm, he plays the tough right-field position and plays it well."	high
there are also souvenir stands, benches for a rest, and perhaps hong kong's last surviving rickshaws — however these are not for rides, but are a tourist photo opportunity.	high
combine this with theories of self-control, and in general, if you believe you have unlimited stores of self-control, you'll set a larger number of goals.	high
now, let's take a look at what the friday's fanwoody facebook page looks like today: whoops!	high
the enclosed copy of wildlife watch highlights what is involved in the major campaigns we're currently conducting for wildlife ... and the challenges that lie ahead.	low
the formation of the community academy, a pilot project directed at expelled students from local school systems, has come about as a result of mccoy's efforts to mobilize community agencies in response to a pressing issue.	high
after that it was just connect the dots back to prison.	low
"""i find it takes the edge off."""	low
but right now, the nyt's story reeks of shinola.	high
our food is fresh, made from scratch, sassy and scrumptious.	high
but they could have accomplished that with coupons in the mail, the newspaper or by an email list.	low
"""we'd like to see a man about some garlic."""	low
messi makes barcelona squad return	high
"""we have a love bond between us, as constant as the t'ai mountains and the eastern sea, and we must live and die together. please, since we are already married, take me back, and let's stay together the rest of our lives. wouldn't that be wonderful?"""	high
sincerely, john flicker	low
real results.	low
dialing 900 brings callers a growing number of services.	low
'what did you say?'	high
incredibly effectively performed without a doubt.	high
audubon rescues endangered wildlife.	low
this logic does not soothe her; she says i must wait three weeks.	high
mideast summit edns with little progress	low
readers of early versions of the story might have been cheering for the defeat of this demon disguised as a beauty, and would have enjoyed reading the stories for the lurid horror details and later her crushing defeat.	high
since its re-organization, mccoy has established its unique niche within the community by refraining from direct service programming and focusing on what it does best: helping to identify youth needs, convening groups of individuals and organizations which can address those needs, and moving toward collaborative solutions.	high
our roots are in hiking.	high
certainly, the colombian press is much in need of that.	low
even homer wrote about achilles and patroclus, who have been considered to be the perfect model of true love (emond).	high
"the minister, who has his own website, also said: ""i want dubai to be the best place in the world for state-of-the-art technology companies."""	high
furthermore, the following two instances of this opening motive, shown in examples 4 and 5, remove any doubt as to the motivic importance of the perfect fourth, and in turn diminish the importance of the pentatonic set.	low
still in my initial shock, i suddenly noticed qualities of the people that my mind hadn't registered when we parked.	high
"""how long have you been here?"""	low
the aspca urgently needs your help to push back the tide of violence against animals.	high
in this example, the barlines divide the formal sections of the piece (introduction–exposition–development­–recapitulation)—so we can immediately see that the tonic f is not established until the exposition begins.	high
the gun homicide rates for the countries moore mentioned, according to guncite, are: japan: 0.02 per 100,000 (1994)england/wales: 0.11 per 100,000 (1997)germany: 0.22 per 100,000 (1994)australia: 0.44 per 100,000 (1994)united states: 3.72 per 100,000 (1999)	low
chvez threatens to jail violators of price controls	high
the markers are places where it's safe to come here and leave.	high
a ride on the peak tram is sure to provide a thrill, and in the peak tower they'll enjoy the peak explorer ride and ripley's believe it or not! ocean park (see page 32) is popular with children of all ages.	high
confusion reigns in the expanding digital world	low
nepthys tried to grab it, but, by reflex, i caught it first.	high
'the process'	low
we aren't giving anyone purpose.	low
"""my plan is that you shut up while we're trying to conduct business with someone who might be able to tell us what we're actually going up against."	high
as a reward for people who have engaged with the brand in a meaningful way.	low
"""what about my crewmates?"	low
the discussion that follows analyzes the first movement of the concerto, focusing on the tonal structures at play throughout the movement.	low
the malaysian foreign minister, syed hamid albar, later told local reporters that powell had proposed that american and malaysian officials review the idea of forming a regional training center in malaysia to coordinate antiterrorism activities.	high
it was evening, and the sky burned orange in the west when he neared home at last.	high
in order to orient itself toward the nest while navigating outside, antie will need to determine which direction the nest is in and rotate toward that heading, and also how far from the nest it is at its current location.	low
with youtube, grad student hits jackpot again	high
"why didn't you save them?"""	high
3. positive termination of his or her pleasant run program	low
terms weren't disclosed.	low
the man closed his eyes.	low
foreign steel was also much cheaper.	low
"""if the tree isn't around, the dryad isn't around."	low
these thoughts and others like them filled his head as he walked the long road home.	low
a series of snapshots and images are then a visual resume for mccall.	low
your financial support of the development process is just one step in making cci a stronger, more efficient and ultimately more effective federation of service providers.	high
ew, ew, ew.	high
faded squares of fabric, strung together in repeating blue-white-red-green-yellow chains, crisscross the branches of bare-limbed trees.	low
i would immerse myself in new virtual reality flicks.	high
pan-mayanism in particular has sought to organize itself around the mayan language; despite local dialectical differences, it is seen as the unifying force behind the diverse mayan people.	low
your generosity will help people help themselves.	high
madonna files adoption papers	high
it is perhaps one of his most famous quotes, shown on national tv even here in germany.	low
it's an ideal way for the visitor to reach outlying sights and villages.	low
"""she may be at that,"" said isis, gazing at her."	low
shouldn't you watch hawks and ravens soar below you at amc's lakes of the clouds mountain hut perched 5,000 ft. high on mt. washington's slope?	low
price records are being set at auctions this week.	high
there's a special kid's world that those under 12 can enter free when accompanied by a paying adult.	high
in fact, h.r. 5034 would allow states to pass laws that make consumers receipt of a wine by in-state shippers legal while making receipt of a wine by out-of-state shippers punishable to a greater degree than rape, home invasion or selling cocaine to children.	low
what is the significance for this preference for black and white when it comes to high art?	low
dubai 01-82 (afp) -	low
"""okay,"" i said."	low
"you make the hysterical claim that the interview ""may be faked"" (on the basis that no name is shown for the interviewee), but if moore had faked it, why the hell should he put this sentence in the protestor's mouth, which directly contradicts the conclusion that the rally happened hours after kayla's death?"	high
indonesian bird flu deaths hit 61	high
end of story.	high
catholic archbishop outlines anglican merger hopes	low
coming to goodwill was the first step toward my becoming totally independent.	high
studios sign off on movie downloads	high
for more than 60 years, caring and concerned wildlife lovers like yourself have supported our mission to educate, inspire and assist individuals and organizations to conserve wildlife and other natural resources and to protect the earth's environment in order to achieve a peaceful, equitable and sustainable future.	low
all of us are excited about sending you your magazine and membership materials.	high
saturday, september 20,1997, from 2:00 p.m. until 7:00 p.m., marks a special day, as jameson camp will hold its first ever jameson grill.	high
"""monetized"""	low
"he wasn't the sort you'd call ""chuck."""	low
the 24 china folk culture villages represent china's ethnic variety; they feature craftspeople in traditional costumes along with folksong and dance performances.	low
"a further complication is the necessity of establishing authentic ""indianness"", both in the eyes of fellow indigenous peoples and the outside spanish culture."	low
tasha said.	low
list>	low
karen turnbull 01. oct, 2009 at 12:54 pm	low
the stake went down, there was a blur, and then my hands were empty and i felt pain under my jaw.	high
and almost 6,000,000 companion pets are put to death in shelters throughout america.	high
rockers big winners at brit awards	high
harris haul puts south africa on top	high
"""i know a quick way to dvorov's,"""	low
tasha oohed in awe.	high
i'm a big fan of your work on ip and corruption, but i'm skeptical of these initial ventures into the environmental arena...	high
which it frequently isn't.	low
your gift is a wise investment in the community.	low
which brings us back to: 1.	low
cleric said to lose reins over part of iraqi militia	low
while we still have the chance.	high
two bronze lions, carrying out feng shui principles, guard its doors.	low
---- the facilitation of ongoing discussions regarding effective and efficient youth service delivery;	low
johnlopresti said... thought i would post a link with a cute title related to the post.	low
"""you were here before i was,"""	low
"if you would fetch me this stone, i would tell you what i can."""	low
"""only unsuccessfully, right?"""	low
it is a pivotal time in the life of a young girl-when small changes in her behavior, or the choices she makes, can affect her future.	high
our average gift is about $21.	low
your gift will help give an animal a safe home.	high
we wish you and your family a new year full of joy and love.	high
"as one of our donors in the new york area told us, ""sometimes you never see the good work your money does."	low
wow.	high
"""oh?"""	high
"it has to do entirely with the promotional effort that has gone into making ""napa valley"" a place associated with great wines."	low
tucker made a grab for him but missed it, and chad heard his shirt rip a little.	high
"as governor, i'll make sure that every kid in new york has the same opportunity i had, to get a good education."""	high
the russian team of yelena berezhnaya and anton sikharulidze narrowly won the gold medal over the canadians jamie sale and david pelletier, who were later awarded a duplicate gold medal because of the ensuing judging controversy.	high
bringing my face close to the shoes, i breathed deeply of air that my parents had trapped while closing up that symbol of their love for me.	high
17th-century remedy; 21st-century potency	low
it's a truism, i know, but it has the benefit of actually being true.	low
the panes looked dyed black, and only a few cold beams slipped through the filter.	low
a half-hour tour costs hk$50; pay at the end, or the driver may cut your trip short.	high
tiffany, she nodded eagerly.	high
sometimes we'd get word that people were gathering under one of the bridges, and we'd rush down to hit it before the cops broke it up.	high
jefferson nodded.	low
these well-intentioned efforts ultimately failed, leaving thousands with shattered dreams and a distinct lack of trust in fellow humankind.	high
he didn't drink, but he made a point of mingling with all the various cliques.	low
we slammed against the doorway and i was laughing too, the pulse close enough to shake the doorframe and set up vibrations in my chest, rachel in my arms because she'd used me to soften her landing.	high
i hate it, despise it, abhor it!	high
antie's stalks would also have receptors for the hydrocarbons themselves, which research shows indicate to the ants whether another ant is their nestmate (arnold, et al, 1996, as cited in gordon & mehdiabadi, 1999), receptors to detect food, and receptors for three types of pheromones: those released by successful foragers returning with food, those released by successful patrollers returning to the nest, and those marking piles of trash as midden.	low
"""eternal prisoner,"" 369."	low
"""of course we notice."	high
"""do you want to be stuck here for the rest of your life?"""	high
we are counting on you now to help us get where we need to be tomorrow.	high
mothers and fathers.	low
big picture	low
raggedy anarchy 24. oct, 2009 at 6:17 pm	low
travelers estimated that the california earthquake last month will result in a fourth-quarter pre-tax charge of less than $10 million.	low
tupelohoneycafe.com	low
the region is poor (though not so much as i thought) and poorly serviced by internet and wifi: there's a router up the hill from her which sometimes provides wifi, but only then into a loft too unbearably hot to occupy during the day.	high
"he added: ""everything is going the way you need it."""	low
""""	low
they were a wartime match that changed the world.	high
the apathy of uswa	high
that's us!	high
"""you might find that some time in an honest occupation would ground you somewhat, improve your disposition."""	high
but while our programs and activities have been successful in reducing animal cruelty, we are constantly faced with new problems of animal suffering which need immediate attention and drain our resources.	high
because you are an organization that cares, you are invited to become an integral part of this fabulous event by becoming a corporate sponsor for jcc auction '99.	low
spain ahead although nadal is out	high
he jumped at my arm while i was still off-balance, and i felt the surge of adrenaline that comes right when your body realizes that it's too late to save itself.	high
in the case of midden work, antie must be able to identify garbage, grasp it, carry it out of the nest, and deposit it about halfway down the mound before returning to repeat the process ad infinitum (or until stimulated to switch behaviors).	high
the dart (dublin area rapid transit) runs north and south along the coast.	low
freaking hillarious and so true.	high
collision on icy road kills 7	high
note that alcohol and tobacco are both exceptions to hong kong's duty-free regime and are subject to tax.	low
nepthys looked at me incredulously.	low
tara would not let giddy hopes drag them onto a rock that would spell the end for the project, and the arrallin species.	high
if moore simply chose not to show how he revealed his identification to the salesperson, there is nothing fraudulent about that.	high
"""that it is,"""	low
3 comments	low
mark your calendars!	high
too little sleep may mean too fat kids	low
i ended up with a broken fingernail and dirt all over my lap.	high
breast cancer awareness is important	high
un nuclear watchdog slashes iran aid	high
on the bed was a small, ratty man.	low
gambling provides almost 40 percent of the government's tax revenues, and is a major source of employment.	low
tonight was for observation.	low
it makes me a little nicer.	high
"""femme, """	low
chad strained and pounded the rock into the iron hole until he could smell the dust.	high
"there was a counterpoint in the label world after some court cases resulted in a company's revising its grape sourcing to comply with tightened requirements for 75% in-county fruit in order to remain legal in designating the wine as from ""napa""."	low
"have we really built a ""great society"" or is that all propaganda -- bull shiite to hush free thought, eyes to the flag, while our pockets and resources were raided by shysters, spin-meisters, schmucks and banksters?"	high
and i am really pissed.	high
"""come on, amy,"" i said, ""he'll be along soon."""	high
a small part of the brain, and its profound effects	low
research shows that ants do change their behaviors based partly on their perceived life expectancy (moron, et al, 2007), and that task-switching is partly genetically controlled by a switch in gene expression as the individual ages (ingram, et al, 2005).	low
bread-heavy diet linked to kidney cancer	low
but jerry's troubles didn't end there.	high
ray, a plump man who was grey where he wasn't bald.	low
"that ""we"" includes the youth leadership teens."	low
maybe tucker would let him in after he saw chad wasn't chicken.	high
by making his announcement in this public way, lebron has only heaped more pressure on himself.	high
"""a man or woman whose feelings of sexual attraction are for someone of the same sex"""	low
"""i do it as somebody who has a conscience and is caring."""	high
"""benefiting not the climate but the burgeoning consultancy industry"""	low
me, i was singled out by sarah, an unassuming forty-something lady with a glass of champagne in one hand and the arm of a scrawny but tall blond man in the other.	high
with our volunteers, we maintain 1,400 miles of trails.	high
opening the process to other designers, both here and internationally, will help separate this urban plan from the ordinary.	low
pop spoke slowly and chad knew that he must have been practicing this with roy.	low
can you imagine the baby seal crying out for fear as a sealer raises his club?	high
i stared him down until he flinched.	high
meanwhile roy stalked around the fence edge bending to pick cockleburs as he went.	low
in the park is the 1380 zhenhai tower, one of the city's oldest buildings.	low
and we're just getting started!	high
first, you essentially bought these fans.	low
he took another careful look over his shoulder and bent to pluck a yucca spear as if that were what drew his interest.	high
"""disingenuous in the extreme."	high
as you probably noticed, my wife is currently on vacation without me -— which is different than a vacation from me, although given how frequently insufferable i am, i could understand the appeal of such—in the le marche region of italy, which is immediately south of tuscany and full of communists.	low
"""i really hope we find your rachel,"" he said."	high
"""shouldn't you be going light on the vodka?"	high
are they going to go through the wine-producing counties one by one?	low
i braced my legs against the stone floor and he was on me.	high
"""moore works by depriving you of context and guiding your mind to fill the vacuum -- with completely false ideas."	high
allan, though dubious as to that possibility, felt some temptation from the compliment; mainly, it granted him the encouragement he still needed.	high
there is now a house for $10 listed on realtor.com	high
"east is that way."""	low
to ease antie's on-board memory requirements and processing capabilities (and to make all the rest of the pseudocode easier for the reader to understand), i propose a few global variables and subroutines.	low
you can catch one of hong kong's historic trams along des voeux road and ride from central to causeway bay (see box, page 66).	low
his arrest in manhattan, after attempting to sell the coin for $1.5 million, led to a court battle over whether -- thanks to the treasury's mistaken export permission in 1944 -- the coin could be legally owned.	low
i didn't know how they could miss such exotic features, even in that distorting light.	low
"it's very reassuring that i'll not only be an outsider but a curiosity."""	high
"""the people of miami and the people of the university of florida wanted us to have it for a long time, but it wasn't going to happen with the 11-game format."""	low
if i stay still long enough, if i've achieved a relatively constant level of happiness and satisfaction, i forget that i can and should continue to seek out new ideas and approaches, and incorporate beneficial ones into my life.	high
"""i think i understand why we got that stone from a slave shop,"" said nepthys."	low
the richest country in the world ... ?!	high
the decline of the world market	high
second drop in cancer deaths could point to a trend, researchers say	high
"if i thought he could free me from you --"""	high
some of that is surely due to good marketing, but the real reason for its popularity is this:	low
look closely at this photo, and you'll see a wolf ... running.	low
the first words they said to me meant nothing.	low
some would say it is a gene, passed on from parents to child.	low
i now invite you to continue to support the mission and the message that is so important to building strong kids, strong families and strong communities.	low
"""i need more capacity in that end of the market,"" he said, ""and this is factory is critical to meeting that growing demand."""	high
for several years he performed packaging and clerical work.	low
others are more subtle.	low
i ran.	high
you see, abandoned houses in this town get set on fire.	high
"""julia,"" explains hersh, ""made these retirement plans many years ago."	low
democrats look beyond symbolic vote on iraq	low
no seventy-two virgins, but it would do.	high
"""yes, it is finished!"	high
hunters stalk world's tallest trees	high
he has lovely manners, nepthys, despite his poor taste in hats.	low
now after several decades in sonoma county i have learned to appreciate its uniqueness, for its viticulture and other industries.	high
loving with all your ... brain	high
"""but we didn't need something earth-shattering right now."	high
calls made from payphones are subject to a surcharge.	low
antie will have a hybrid software architecture: a subsumption hierarchy will be responsible for switching between behaviors, but many sub-behaviors will operate on a schema basis.	high
second opinion: girl or boy? as fertility technology advances, so does an ethical debate	low
here are her personal rules for achieving these goals:	high
hong kong diary published weekly by hkta tells what's happening in the arts.	low
excellence.	high
xerox corp. has told employees in its crum & forster personal insurance operations that it is laying off about 300 people, or 25% of the staff.	high
after evaluating the extensive body of evidence before it and your testimony, the committee is troubled by incongruities, inconsistencies and conflicts, particularly concerning actions taken by you which were or could have been of potential benefit to mr. chang.	high
"tasha's told me much about you."""	high
sale and pelletier declined to comment on wednesday.	low
teacher's porn conviction sparks tech debate	high
tiffany, she looked at the captain, grinned and flipped her greasy brown locks over her shoulder.	high
she looked across the circle of couches at me.	high
she nodded and he took her arm.	low
"""you can't hold on forever, even if you don't ever, ever want to forget."	high
"though she had a ""nice"" kitchen installed in her new home, child said it's like a ship's galley -- a far cry from the huge, three-pantry kitchen paul child designed for their house in cambridge."	low
according to upjohn's estimates, only 50% to 60% of the 1,100 eligible employees will take advantage of the plan.	low
roy stooped to pick up a big, white caliche rock that looked like a dirty lump of chalk and handed it to chad.	low
"""you can earn the money to support yourself and your family,"" she says."	low
i couldn't find her.	high
conflict between cultures arise as cosmovision is rediscovered and developed, often by native shamans in tandem with indigenous leaders aided by outside researchers and non-governmental organizations.	low
"""oh, shit!"""	high
it can open doors to opportunity.	high
sek, i started going through your back posts and noticed a pattern in my selections, so i think it would be easier (for me, because i'm rubbish with html) to just say all the scene analysis posts and the close reading comics posts, like the one magistra mentioned and many others after that.	low
we're gonna be in trouble.	high
brad 14. oct, 2010 at 7:02 pm	low
registration does not imply endorsement, approval, or recommendation by the state.	low
if i were to fulfill that role for him, i would have told him to go low key with this decision and let it be led by his new team.	high
mistrial declared in teacher-student rape case	high
·personal identification number (pin) choose your own pin to use for cash access and calling.	low
science panel calls global warming unequivocal	high
then tucker's face became serious.	high
antie will also be equipped with one photoreceptor located in the middle of the top of its chassis corresponding to the ant's eyes.	low
macau has an ample supply of portuguese wines.	high
the goal of our organized camping experience is to improve the total health of the children socially, emotionally, and physically.	high
"""vodka, straight up,"""	high
"""yes,"""	high
name address city, st, zip	low
"""hardly."	low
we just stood looking at each other for a little while, i don't know how long.	high
i plan to take a (daytime) tour of these decaying areas especially the old factories.	high
hong kong has two major racetracks as well as an intensive off-track betting system, and on weekends the ferries to macau are crowded with people on their way to the casinos.	high
please help the aspca with your most generous gift today -- the animals are counting on you.	high
the drawings and the books seemed to wake him up.	high
i saw men three feet tall with dusty black skin and eyes that shed yellow light.	high
as soon as i touched her, her eyes opened into mine and she grabbed my wrist.	high
we are so grateful for your generous contribution to last year's auction.	high
"""isn't it an amazing night, rache?"	high
emi warns on profits, boss goes	high
time to book your cruise	low
these signals were the heralds of my saviors.	high
"""i love what you do,"""	high
thus, began the cult of the black and white.	low
jefferson, he called himself, clean-shaven and smart, a picture of the perfect entrepreneur.	high
"the rumor in the crowd had been that ""anything under $6 million would be a bargain,"" said ute wartenberg, executive director of the american numismatic society in manhattan."	low
by 1945, the population had grown to almost 20,000, with workers and airmen moving in at a rapid pace.	low
"i have his health to consider."""	low
anger at release of two held over beheading plot	high
filipino woman kidnapped in nigeria	high
"archaeologists indicate that lamma has probably been inhabited for some 4,000 years, and the island is known as ""hong kong's stone age island. """	low
antie will be implemented on a tiny road warrior robotic system.	high
the more daring can try out the terrifying roller-coaster rides.	high
the main market for the microsoft-at&t partnership is expected to be business customers.	low
"""all the luxuries money can buy,"""	high
after we receive your commitment, we will contact you about picking up your contribution.	low
the room held a bed, a bookcase, and a desk with one chair.	low
the child's face was a warground for wonder and mistrust.	high
in a manner delicately balanced between somber and genial, he refilled their glasses.	low
motors	low
it is unlikely, however, that the unfair attacks against him will have much of an impact.	low
the introduction	low
"""please."	low
"""harmon, tell that good for nothing son of a beta to get his hindquarters through the gate and back here now, or i'll open fire on him when we come back through."""	high
"the universe as we know it won't be the same."""	high
the nfl's 20 biggest potential free agents	low
"it was before your time."""	low
for example, the fifth string quartet.	low
"""oh, totally,"" said the hunchback."	low
"""my information is purely for the purposes of a collector."	low
can you believe it?	high
however, the general public of the 1800s and early 1900s, including the medical professionals, regarded homosexuality as a curable mental illness.	high
every day of the year, the humane society of the united states receives reports about all kinds of animal cruelties, such as the horrors of the leghold trap; the use of dog and cat fur; needless or repetitive experiments on animals; and the abusive treatment of dogs and cats.	high
while i waited for the food, i checked out the back of the store where tupelo honey cafe hawks their homestyle wares: preserves, pickles, salsa, honey, t-shirts, aprons and all sorts of mini-advertisements for the restaurant.	high
kim, 24, is a right-handed pitcher from seoul.	low
"henrietta holsman fore, the director of the u.s. mint, who witnessed the sale, said, ""the monies we receive will go toward helping to pay down the debt and to fight the war on terrorism."""	low
the occasional cry of gulls and unexpected distant vistas will remind you that dublin is by the sea, and the wicklow mountains, which hold dublin closely to the coast, are visible from everywhere.	high
hippy (home instructional program for preschool youngsters) for families.	low
and with your increased commitment, we can battle against destructive global forces that transcend regional and national boundaries.	high
what has your support of our campers meant to them and what have they been able to accomplish because you care?	high
take a look at the facebook fan pages of some brands and what you see is not a pretty picture.	high
but i wasn't sure i wanted the dream stage to end.	low
earlier staff-reduction moves have trimmed about 300 jobs, the spokesman said.	low
previously, it offered $13.65 a share in cash, or $29 million.	low
a minute later, the shock wave hit.	high
"""i'm glad you came after dark."""	high
dear ms. lastname	low
adrienne steepled her fingers and studied my face.	low
providing an influx of $165 million to the southwestern economy, hoover dam played a major role in preventing las vegas from drying up, both financially and literally.	low
however, be sure you compare prices and models before buying.	low
marshall, an insurance agent from toms river, was convicted of hiring a man to kill his wife while the couple were going home after an evening of dining and gambling in atlantic city.	high
findings: can humanity survive? want to bet on it?	low
sure, it's great having several hundred thousands fans.	high
and the serious targets have expanded to include civilians in russia, india, maylasia, the philippines, spain, and elsewhere, as well as israel and its sole supporter, the united states.	high
it's already won the prestigious national magazine award not once, but four times. __	high
david isn't alone: he's got the support (and companionship) of a growing group of gamechangers.	high
the vault rose into obscurity above me, and a massive rose window stood ahead of me.	high
"""mmm,"""	low
bartók's music, although it is often difficult to call completely tonal, never entirely sheds itself of tonal elements and structure.	low
"example 1: ""terrorists offend allah."""	high
karnes, like the hundreds of others gathered along the flight line, was jubilant.	high
in the meantime you might like this blog post i cam across: http://blog.sophianetwork.org.uk/2009/09/women-tackling-climate-change.htm	high
de villiers takes over dakar lead	low
a mass of flaming wood stood before him, heat singeing him and sparks flying too close to his house.	high
sick hearts switch on a fetal gene	low
"sure, shaquille o'neal once said,  ""i've won at every level but college and pro,"" but shaq was always a larger than life (literally) character who was outgoing and had a great relationship with fans."	high
once the object has been identified, antie may grip it and lift it.	low
"they [honore comfort and the sonoma county vintners] point to the prestige that the ""napa valley"" designation carries."	low
"their blast furnace, ""hopewell,"" was the very first blast furnace in the area."	low
i looked at her.	high
new iraq terror tape calls for abducting foreigners	high
col. paul tibbets, the pilot who would drop the world's first atomic bomb over hiroshima, japan, was commander of the unit and chose the men.	low
"""so,"" he asked, ""you don't think it's a waste of ink and paper, a futile expedition into morbidity or literary debauchery?"""	low
"certainly, readers admire her patience and loyalty: ""i searched everywhere, and now that at last i've found you, i'm very happy,"" ibid.,173. she gushes to him in ""lust."""	high
build an igloo?	high
"perhaps the best example of the paranoia surrounding moore's film is your sub-essay ""is the end of the heston interview itself faked?"	low
both sides are in talks to settle the dispute.	high
"""struck a nerve, huh?"""	high
"michael chabon, author of pulitzer prize winner ""the amazing adventures of kavalier & clay"": ""all i think of when i think of her now is dan akroyd pretending to be her (on saturday night live) and chopping his fingers off and bleeding all over."""	high
indeed, this set can be seen more as a by-product of stacked perfect fourths than a generative element itself.	low
"""maybe we'll travel at the speed of light and we won't age,"" said sarah, setting her wine glass on the little round end table by her couch."	low
something with too many arms was manning the turntables above the crowd, which looked more impenetrable tonight than ever before.	low
"""well, what about you?"	high
"""a witness wholly without credibility."""	low
"""this world was viewed as orderly and relatively uniform, a world in ""black and white"""	high
snow causes airport closures in britain	low
"""i have no idea!"""	high
"i mean – """	low
we've found ways for people with disabilities to enter the workforce.	high
"""you could force the captain to set down somewhere. let us off the ship. if he refuses, threaten him. if he still refuses, well, of all of us, isn't there someone who can drive a ship?"""	high
now you're changing the world.)	high
regular naps make hearts healthy	low
the efforts to avoid catastrophe after the fact were unsuccessful for four main reasons: the failure of the international steel market, the lack of funds and plans in initiatives such as the save our valley campaign, the refusal of the uswa to support their local chapter out of ineptitude and fear, and the absurd but very real regionalism which corrupted solidarity efforts and drove away any hope for brining in new companies.	high
victoria park has a jogging track in causeway bay.	low
or you could go out to the shed and grab a few handfuls of that sod mix you got at that estate sale last year and get to mixing.	high
just like the respect we've earned from u.s. news & world report.	low
these are prime examples of hard fought victories and critical efforts that are working to improve the health of our marine environment.	high
how could he even think about blaming poverty and forced labor programs for anything bad that happens?	high
silly and substantial	low
amc publications are maps for your enjoyment	high
machinery orders drive asia upward	high
a lack of cooperation became a crippling problem for the movement, because no one was willing to put aside regional differences to work together.	high
i paced my room that night, unable to sleep.	high
on a worldwide scale, newer materials such as aluminum, plastic, and composites were beginning to substitute steel both at home and abroad.	low
you can buy gemstones loose or set, or have them made up to your own design.	low
there are 13 avas in sonoma county.	low
we need your support to continue getting people off of public assistance.	low
but when fans enter the relationship feeling they are entitled to free samples and you're in trouble.	low
firstly, its initial appearance in the exposition had a minor flare to it; the first chord in example 9 is an f-minor triad, and the first four notes of example 8 ascend the f-minor scale.	low
i don't mean to sound cynical.	high
among these are rules governing emissions that limit visibility in the national parks, and rules governing pollution that drifts eastward from midwestern power plants.	low
that made me a little sad.	low
as moore correctly points out, it is bizarre for a society to openly embrace the production of destructive weapons, but on the other hand see no connection of this to everyday violence -- children learn by imitating adults.	high
the one thing that was known.	low
myself 19. sep, 2009 at 10:06 am	low
collectors' web sites have surged with speculation about the sale price, and enthusiasts even organized betting pools.	high
"by trying to ""stamp out"" terrorism by killing terrorists, bush and israel have made things infinitely worse for us: more dangerous, not safer."	high
if you have any questions, please feel free to call myrna weinberger at 251-9467, ext. 256.	low
you could get better soil if you put it on the shopping list.	low
we're working to keep our air clean and healthy, our waterfalls clear, our rivers running free, and recreational activities open.	low
a lot of the raunchy action has moved across the harbor to tsim sha tsui east; this is also where you'll find pricey hostess clubs, popular with japanese tourists, but definitely not for those on a budget.	low
the nmfs estimates that in 2000, more than 16,000 tons of chilean seabass were legally caught from an internationally regulated harvest area in the antarctic ocean.	high
"""the final 'lesson' of the myth often fades into the background and we retain the image of the erotic, strong, unrepressed (if destructive) woman."""	high
we've worked hard to structrue the organization so that we've ready to move boldly into the next century, and i believe that we have an exciting and successful future ahead of us.	high
i guess i probably should've known, though.	low
the museum is almost on the spot where the portuguese first landed.	high
looking forward to version 2.0.	high
if you can give a little more to help meet this increased expense we would appreciate your support.	low
shopping areas.	low
"""very well,"""	low
i'm inviting you back to full membership for just $17 - 51% off the regular rate.	low
a wave to the pale men brought a bottle of red wine and a platter of grapes.	high
mexican navy helps in hunt for u.s. engineer	high
i was born here, and i was lucky enough not to get attached to any particular river.	high
commodities lead europe higher	low
here's where we started -	low
just as those from the far east, the purity of white implies what has been washed away and thus makes the white glitter even more.	high
johnson will be signing plenty of autographs with his own name if he reaches his goal this year.	high
dd acquisition has launched a suit in a delaware court seeking the withdrawal of dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders.	low
bill sprow said... get rid of thewe beer and wine distributor associations, ie make them illegal, and you would really be showing a free market work in progress.	high
"i think this whole thing,"" he waved his hand at the horizon, ""is one big machine."	high
can you help support this wonderful event by furnishing any type of products or services that can be used as prizes for our activities or as a raffle prize?	low
on wan chai's bowen road, maiden's rock, also called lover's rock, is the gathering place for the annual maiden's festival.	high
corn vichyssoise with caviar	low
"on the ""fact v."	low
"""every quarterback has a different rhythm,"" cutcliffe said."	low
i looked at adrienne.	low
across from the i.m. pei tower a winding path leads up to hong kong park.	low
she smiled in trust or pleasure or pride, an erotic mona lisa who would smile forever, and i could never know why.	high
besides, the public liked a good, simple romance.	high
·calling card number choose your own calling card number too, to make calling easier.	low
as previously stated, a midden worker must identify midden, grasp it, and carry it to the surface, depositing it halfway down the mound before returning to collect more midden.	low
as tempting as this interpretation may be, this observation is relegated to the notes section because it constitutes a horrible abuse of terminology—there is only so far that such tonal analogies can go before they begin to hide any true analytical insight behind misused terms.	high
even today, after years of public outrage, dolphins continue to die in tuna fisheries of other countries and are still being cruelly and often illegally killed by gillnets and harpoons.	high
"$15,000 — election day ""get-out-the-vote"" drive, including phone calls to get voters to the polls."	low
"""my guess."""	low
"""come on,"""	high
for every dollar of public support goodwill received last year, we returned $1.59 to the community in the form of earned wages and reduced public assistance payments.	high
additional catalysts for the valley's growth came from world war ii.	low
a young kid came in to say his last bike was stolen and he needed a new one (and, despite andrew's stern reprimand that he couldn't just walk in every week and leave with a free bike, he did just that).	high
"""i found your vampire,"""	high
and we face very wealthy opponents.	low
fact: i wasn't sure i wanted the dream stage to end.	low
before him, roots imbibing the sweet water of the stream, grew a stand of black willows.	low
september 19, 1977 is a date that few people in youngstown, ohio will ever forget.	low
"""why, the merchandise, of course,"" she said."	low
