sentence1	sentence2	label
then one wood	no	no_relation
lucky run of 5s at the start	meant i could build cities earlier	Result
anyone got any wood?	what do you have?	Q_Elab
then why are you asking for ore :d	because i also need ore	Question_answer_pair
same here...	oh?	Acknowledgement
so we're both enemies ;)	frenemies :d	Correction
cheers, well played ccg	bye all	Narration
hello all,	hello gl all!!	Comment
sry,	okay,	Acknowledgement
for ore?	hahaha	Comment
bah. philistine :p	hey, the people of davetopia make very nice pots	Contrast
wheat	(i only seem to ever have caly.	Parallel
that means	c'est la vie	Comment
no	nope :/	Parallel
no, 	but can i give you something for your clay?	Contrast
if he doesn't turn up by then	i'd suggest starting at 12:30	Conditional
is it still your turn rennoc?	yeah,	Question_answer_pair
then it is a deal	ty	Comment
also, for your £5 you'll have to come by my office.	i'll be in and out tomorrow	Elaboration
how many +1 did you have inca?	2, heh	Question_answer_pair
just for that remark	haha	Comment
oh, well played	when would be a good time for you guys to play the real one?	Continuation
chameleon: fancy two wood for one sheep?	you got wheat?	Q_Elab
wait	right,	no_relation
anyone have wood? :p	not for trade	Question_answer_pair
if you have basically anything else to give me	wheat	Question_answer_pair
kk	william ended their turn.	Result
anyone have any ore?	jon?	Clarification_question
now...	anyone got any wood?	Elaboration
for wood or sheep?	i have nothing at the moment :p	Question_answer_pair
no problem, 	fine	Acknowledgement
okay, anyone will trade wheat?	for ore or sheep?	Elaboration
can i get someone's clay for a wheat?	nope	Question_answer_pair
sent it to the wrong person :p	just saw that	no_relation
well just coz we need them all finished by thurs really	and we could have played the one at 7 and 9	Continuation
when can you do?	if we could	Elaboration
anyone want to trade for clay?	nope sorry	Question_answer_pair
yes,	brick	Elaboration
or brick?	does anyone have ore?	no_relation
nope...	thats annoying	Comment
a more likely possibility - any wood?	what are you offering?	Q_Elab
need sheep. have ore/clay	sheep for ore	Question_answer_pair
anyone have clay?	sorry lj, still got none	Question_answer_pair
rolled a 7	yeah,	Acknowledgement
i thought that was the number ones	rennoc1 ended their turn.	no_relation
thanks for a great game guys	bye	no_relation
york leeds	my brother is in leeds.	Comment
loads	maybe ore...	no_relation
where's that?	if you can't accept,	Question_answer_pair
still have no ore	very well	Acknowledgement
 what kind of fall?	they made me wear slippy overshoes.	Question_answer_pair
sorry,	i've only clay	Explanation
nope :)	aww :)	Acknowledgement
apologies :(	no help here	Explanation
shouldn't have put the robber on the ore space, then :p	not me	no_relation
can i get a sheep? 	giving wheat	Elaboration
can anyone spare a sheep?	for what?	Q_Elab
shall i just move on then...	sorry	Question_answer_pair
^^ i need sheep as always	wood? 	Q_Elab
can i get a sheep?	... from somdechn	no_relation
league 2 has 2 guys 3 girls apparently	too precious...	no_relation
and piano very poorly	trumpet sounds great though.	no_relation
need ore	y'all have a lot of resource.	no_relation
8s :(	great timing :d	Comment
anyone fancy any?	i will give you ore	Question_answer_pair
well that was epically stupid on the part of me/ my computer/ my internet	i think it's part of some brilliant show stealing tactic	Explanation
sorry	that was not supposed to be a peice of road :(	no_relation
thought u were giving 2 ore?	nope,	Question_answer_pair
anyone have clay or wheat?	i have everything else	Elaboration
not anymore!	and just blocked myself!	no_relation
sorry	it's the necessary paper trail ...	Contrast
8s all the time!	sheesh	Comment
and stop rolling the bloody 7!	sabercat has 11 resources.	no_relation
ow come on,	lol	Comment
i'll do that.	i'll give you a sheep	Elaboration
and now i'm fresh out :d	zero resource	Elaboration
hmm. sure. we'll email him them	ok then	Acknowledgement
does anybody have wheat?	i can give a sheep, or maaaybe a clay	Elaboration
i can't give away either	sigh :(	Acknowledgement
yo	amanda has more	Contrast
does anyone have wheat to spare?	i have wheat	Question_answer_pair
hi.	i was just distracted	Explanation
chameleon:	want to trade a sheep for a clay?	Elaboration
thankyou :$	^^	Comment
:(	thank goodness for all the clay ...	no_relation
ig: one clay for one wood?	done	Question_answer_pair
clay for ore?	yep...	Question_answer_pair
sorry, not got any	oh well	Acknowledgement
anyone want any wheat?	not me	Question_answer_pair
especialy when i keep being robbered	sorry raef	Acknowledgement
i have three still to play	do we all have to play four?	Clarification_question
you need a building first	ahhh :(	Acknowledgement
good roll that	sorry,	Background
if they think you're pursuing legal action	if they really don't,	Contrast
but it's not imperative.	just helpful for us.	Continuation
anyone want sheep or wheat for clay?	no	Question_answer_pair
did cameron say he will be here?	iffy	Question_answer_pair
anyone have clay?	what are you offering?	Q_Elab
anyone willing trade ore for wheat or wood?	oh well	no_relation
sabercat: what would you offer?	2x ore	Question_answer_pair
sheep or wood	sorry -	Question_answer_pair
wood for ore, anyone?	me giving wood that is	Elaboration
2, heh	yeah thought so	Acknowledgement
oh well	dmm made an offer to trade 4 sheep for 1 wood from the bank or a port.	Result
....hello...?	uuuhhhh ohhhhh... same place...	Explanation
whatcha got	wood :)	Question_answer_pair
how did you reject it josephine?	just pressed reject.	Question_answer_pair
as well that is	err... that probably means you don't have the resources i was after	no_relation
1 wheat for 1 clay	clay please	Parallel
not sure i can do it tomorrow... 	well, maybe in the afternoon	Contrast
no problem!	gotwood4sheep made an offer to trade 6 wheat for 2 clay from the bank or a port.	Result
evening	best of luck so	no_relation
and the robber gets moved.	on a 7 anyone with lots of cards gets halved	no_relation
how to trade with the bank? 	trade with bank/port	Question_answer_pair
chameleon: do you have any clay?	skinnylinny made an offer to trade 4 wheat for 1 clay from the bank or a port.	Sequence
this ore looks familiar...	maybe...	Comment
now your turn	still here??	Clarification_question
equal theiving opps	sorry guys ;)	Comment
still wanting clay??	okay	Question_answer_pair
i'll email you my response tomorrow	ok,	Acknowledgement
i could offer things?	ore?	Elaboration
the new interface is prettier	new interface?	Clarification_question
can you give wheat to me, dave?	for clay?	Q_Elab
wait	d:	Comment
was worried you'd so road + army + 2vp	ty ty	no_relation
clay?	for what?	Q_Elab
seemed like most important resource	was going with the 9 wheat.	Explanation
yep!	i got ore	Elaboration
i can give a sheep, or maaaybe a clay	like a sheep's maaaaaa	Comment
clay, anyone?	 or still no :(	Alternation
sorry,	i have nothing but clay	Explanation
does anyone have ore?	gotta hold off,	Question_answer_pair
that sounds rather pleasant!	i just don't have an awful lot of time	Contrast
c'est pas vrai	to trade ;)	Correction
does anyone have wood?	no	Question_answer_pair
anyone got wheat or sheep?	no	Question_answer_pair
friend of mine has an incredibly beautiful dog called wolfie	is it a wolf?	Clarification_question
sorry. :(	wood?	no_relation
yes, give me wood	and i'll give you wheat	Continuation
hooray	hello again	Continuation
err.	anyone want ore?	Continuation
i need clay ore or wheat	i got wheat	Question_answer_pair
so will be a bit of a learning curve.	you've mention that generally friday and saturday nights aren't good for.	Continuation
yep i've got plenty now too,	cheshirecatgrin has 7 resources.	no_relation
sorry	i'd like wheat or wood	no_relation
sorry..	wife was talking to me...	Background
i don't, no	i have wheat	Contrast
no clay...	cool :)	Acknowledgement
can anyone spare a brikc?	for ore?	Q_Elab
:d	will anyone give me a wheat for ore?	no_relation
nareik??	i have some wood 	Question_answer_pair
o	cool	Acknowledgement
or send it by post.	i'll send you the form.	no_relation
i *had* ore	:d	Comment
no, 	sure	no_relation
i can trade wood for wood!	skinnylinny made an offer to trade 4 wood for 1 sheep from the bank or a port.	Sequence
i'll do that	i can improve :)	Contrast
i need wood or wheat.	no can do	Question_answer_pair
if we don't hear from them over the weekend	so we can get some games on next week maybe	Result
good game though	i was rather rich in wheat	Elaboration
nope,	ok	Acknowledgement
wood?	catanstrophe ended their turn.	Sequence
i only get a reject button	i have an ore	Contrast
and congrats on defending the title	ta :d	Acknowledgement
anyone have some wood to spare?	tomas.kostan ended their turn.	Result
"then i""m close."	really?	no_relation
we should chat more soon!	hopefully another season is round the corne	Comment
sorry	nelsen made an offer to trade 4 wood for 1 clay from the bank or a port.	Result
hahaha	congrats gramos	Continuation
ah 8	my lost friend	Elaboration
howdy folks	inca's got my seat :p	Comment
if he's not here in 7 mins	:(	Comment
yeah,	i know...	Comment
yeah!	i just don't have an awful lot of time	Contrast
2 wood?	no	Question_answer_pair
wood for sheep?	sure	Question_answer_pair
anyone got a wood	they'd like to trade for ore?	Elaboration
yes	do you want a sheep for it?	Q_Elab
but it's not ideal	that's true...	Acknowledgement
ok	i am 4th player,	Continuation
would you like it back?	for a clay :-)	Elaboration
none either	me neither	Parallel
i'll trade with ariachiba	when it's my turn	Background
anyone got ore	no,	Question_answer_pair
i have wheat :p	chameleon: do you have any clay?	Result
wood for wheat?	nope	Question_answer_pair
anyone w spare clay?	kersti ended their turn.	Result
i feel your pain	ig ended their turn.	no_relation
the ones regarding trades	ok	Acknowledgement
anyone got wood	and i only got clay	Elaboration
that's fine,	you've done all your games now	Explanation
good game though	good game :)	Acknowledgement
well done skinnylinny	thank you :)	Acknowledgement
the game we should have played at 7	?	Continuation
sry not interested in ore anymore	ore anymore,	Comment
67 more minutes :p	don't panic, william ;)	Result
cheers, maybe see you again in another season of this, or elsewhere	ciao.	Continuation
because i'm in a delicate trading position	if i trade 1	Elaboration
anyone have ore?	i'm drowning in clay	Elaboration
thought it was monopoly?	:)	Comment
so just let me know :)	how about tomorrow?	Q_Elab
gl all!	indeed, good luck to all	Acknowledgement
sorry	none	no_relation
5s weren't so lucky for me :'(	that's one for the statisticians	no_relation
nah, sorry, again it's clay on my mind	or 2 wood	Alternation
this game is so boring 	when you know you have lost.. :(	Elaboration
and left him a note :)	good luck in the last game :)	Continuation
sounds good	trade away	Acknowledgement
that is i need ore 	and have sheep and wheat to trade	Continuation
woo-hoo!	yeah this was close	no_relation
well, it depends	we'll see	Continuation
are you almost done?	chameleon ended their turn.	Question_answer_pair
make it two?	dont trade!	Comment
anyone got clay?	for ore perhaps?	Elaboration
wow	dmm ended their turn.	Result
amanda?	1 for 1	Continuation
for a clay?	deal	no_relation
i don't know, you've got 'baron' right there in the title	that is actually the only good thing about this job	Comment
does anyone want to give me an ore?	i've had one the whole game	Question_answer_pair
should we add time	yeah	Question_answer_pair
i can give my sheep for anything...	nah	Question_answer_pair
i made it!	did the game happen at 7?	Clarification_question
i'll trade with ariachiba	and ill give you wood	no_relation
just emailed everyone to see-	the email	Elaboration
wood?	i think i need sheep more, am afraid	Question_answer_pair
none,	sorry...	Comment
nooooooo 5!	nooooooooo	Continuation
2 wheat?	2 wheat	Question_answer_pair
hi!	hey duncan	Acknowledgement
thanks	skinnylinny has 13 resources.	no_relation
just lost mine	sorry	Comment
just checking,	don't wanna get skipped for no reason	Explanation
then trade:)	i think you are trading with j	Correction
hows you?	not too bad thanks,	Question_answer_pair
good luck :)	we'll see how the board treats us	Continuation
i was after wood	i was after wheat..	Elaboration
what can u gve?	so i can't offer clay,	no_relation
i have clay	my one grrrrrr	Comment
anyone got ore?	william?	Q_Elab
have you any wheat?	fraid not	Question_answer_pair
if dmm is snoozing,	not me	Question_answer_pair
me clay you wood anyone?	no	Question_answer_pair
anyone have spare wheat?	nope	Question_answer_pair
anyone wants to trade wheat for wood	no wait,	Correction
i've enjoyed this	me too, hope you get the £20!	Parallel
anyone can offer any wood?	sorry -	Question_answer_pair
an ore?	a wheat?	Alternation
wait what?	huh?	Clarification_question
any spare wheat about	i'll trade my wheat for clay.	Question_answer_pair
no 7!!!	yay!	Narration
hmm	thought u were giving 2 ore?	Continuation
does anyone have wood?	actually wait	Correction
i have sheep and wheat.	gaeilgeoir ended their turn.	no_relation
for clay?	:)	no_relation
you are the biggest threat just now :p	:(	Comment
sorry	just figuring out the resources	Explanation
uh oh	d'oh!	no_relation
i only have one and i want it,	sorry	Comment
:d	i know you and lj are working that road	no_relation
something ewird happened	i rejected it,	no_relation
i need clay or ore. i have lots of wood	william ended their turn.	Result
anyone any clay?	for ore or sheep?	Elaboration
okay	:d	Comment
t'was a good first play.	no ore,	no_relation
any takers?	i have sheep/ore	no_relation
wood :)	1 for 1?	Q_Elab
i don't mind waiting for a while.	great.	Acknowledgement
all i have is sheep	has a 9 been rolled??	Clarification_question
instead of slaughtering all my poor innocent sheep!	and mine.	Parallel
got wood?	nope	Question_answer_pair
ash, i cant,	oh ok	Acknowledgement
sure	a sheep _and_ a wood?	Q_Elab
hopeless!	well if you hadnt blocked me	Background
anyone got clay or ore they can swap for wheat?	clay or wood, rather	Correction
clay or wood rennoc?	either one	Elaboration
anyone want to trade a sheep?	yes	Question_answer_pair
hopefully i can net my first win	you must be doing pretty well?	Clarification_question
i was nicer that time	- nothing is totally blocked now.	Elaboration
it'll be you only you two anywa	y.	Continuation
nah	mmatrtajova ended their turn.	Result
well played inca	you were sly ;)	Elaboration
yeah,	sure.	Continuation
sigh :(	dmm ended their turn.	Result
not sure why that is a good move	gramos - are you willing to trade out that brick?	no_relation
anyone got ore?	nor me	Question_answer_pair
"it's a mistake to say ""yes,"	"but you can't have it"""	Continuation
anybody want to giv me clay?	none	Question_answer_pair
i have some good/bad news :s	oh?	Clarification_question
nah nothign,	sorry	Comment
haha	oh ok 	no_relation
i can give you a wood.	2 wheats?	Q_Elab
for registering a trade, you'll have to select the player it goes to.	and now i'll shut up!	Continuation
is there a recommended program for it?	i can send you a text file,	no_relation
wheat	deal	Acknowledgement
4 nooo	i will cut youooo	Result
another one, anybody?	clay?	Q_Elab
actually,	sorry no...	Continuation
thanks	that was fun	Explanation
if yiin remains absent?	how long has it been,	Comment
wheat for clay?	i got 1 sheep	no_relation
if we can	i could even play 2 on thurs	Continuation
yes it is,	we wait ten mins for cameron	Continuation
i'll do that	i can do it too	Parallel
can do clay for sheep	or 2 clay for 3 ore...	Alternation
anyone have a sheep?	the robber's sitting on my field sadly	Question_answer_pair
since 9 and 12 are seldom seen	i need a 9	Continuation
needed 2	i don't have 2 ores to give you.	Contrast
i guess,	not sure why that is a good move	Comment
anyone have wheat?	wood?	Continuation
nd sheep	what are you offering?	Q_Elab
wheat for clay?	sheep for clay?	Q_Elab
indeed, if we're counting that	i make it 5 games including that	Conditional
clay	i'll go for dolly later :d	Elaboration
nobody has clay?	i do,	Question_answer_pair
anything else for ore?	... from sparkles	no_relation
can do wheat for wood	cool	Acknowledgement
skinny, got sheep?	nope	Question_answer_pair
or clay?	nope sry	Question_answer_pair
and have managed to get to a friends and use her laptop 	and he chewed through the adsl cable!	no_relation
do you have any wheat or wood?	sorry :(	Question_answer_pair
done	ty ty	no_relation
i'm not sure what i need	let me know what you want and your offers	Result
yikes	gramos is sitting on 3 dev cards + 6 pts	Elaboration
anyone want wheat for sheep?	no sheep/ore :/	Question_answer_pair
i want clay for sheep or wheat, anyone?	ig has 5 resources.	no_relation
me too.	same!	Parallel
matt	alright,	Comment
how do we add time?	addtime	Question_answer_pair
ah well.	sheep for wood?	Elaboration
anyone have a sheep?	yes	Question_answer_pair
i need clay	i never got any ore	Continuation
hm, shouldn't happen	(and hasn't before).	Background
does anyone have clay	none	Question_answer_pair
anyone got ore or sheep?	so do i :)	Question_answer_pair
anyone have any ore?	or wood?	Alternation
ore would be lovely	but wheat is nice too	Alternation
at this rate?	another half hour maybe?	Continuation
no.	seeing as everything i have has been stolen,	Explanation
moral of this story:	keep the robber away from the clay factory.	Elaboration
i put it on 11	oh well	Comment
sheep perhaps?	no sheep, sorry!	Question_answer_pair
congrats	yep, sounds good.	no_relation
want wheat?	your coffers runneth over	Comment
when in doubt,	build a road	Conditional
it is the most likely number...	even so...	Comment
alright... what about some wheat?	alas i now require my remaining goods	Question_answer_pair
for a sheep	for ore?	Q_Elab
anyone want a clay?	sorry	Question_answer_pair
lol have it back :d	^^	no_relation
same	ah i can place a house	no_relation
ok,	thanks markus,	Comment
for clay?	i'm good for clay, thanks	Question_answer_pair
any sheep?	for?	Q_Elab
ore for wheat?	no real benefit, i'm afraid	Question_answer_pair
either of you have sheep?	got ore too	Question_answer_pair
aww,	well im her now!	Continuation
i am starving for wheat here myself.	yeah	Acknowledgement
i can trade my sheep for wheat, anyone?	no	Question_answer_pair
i will no longer trade clay	need to protect my longest road/imminent victory	Explanation
clay preferably	no way	Contrast
anyone willing to buy some wood?	how about 2 sheep, tomas?	Q_Elab
anyone want wheat or wood for an ore?	i have no ore	Question_answer_pair
then no sorry	tomas.kostan made an offer to trade 4 wood for 1 clay from the bank or a port.	Result
hey	nope :(	Question_answer_pair
any response from him at all?	i'll send an e-mail just on the off-chance he's online but forgotten	Question_answer_pair
im gessing?	ths nice one in george square?	Elaboration
fine 	go with wood then	Result
can offer clay or sheep	clay please	Acknowledgement
i can offer about 10mins more,	anyone have wheat or clay for sheep?	Continuation
i have literally got wood for sheep	joy!	Comment
sheep for wheat anyone?	sorry	Question_answer_pair
yes,	so now who rolls the dice?	Narration
you too...	until next time..	Continuation
which one?	im trading with skinny next turn	Question_answer_pair
sounds good.	ok,	no_relation
got clay or wood?	i have clay	Question_answer_pair
how do i confirm?	so.. no one knows how to confirm?	Result
2 for 2	no not me either	Question_answer_pair
i'm happy to wait 7', yes	back in 5	Result
thanks!	you're welcome :)	Acknowledgement
good roll that	yes, that was a good roll for you.	Acknowledgement
wood?	ok	Question_answer_pair
do you want to dive straight into the next game?	:	Question_answer_pair
trade a sheep or ore for a clay?	anyone?	Q_Elab
i could still use wheat in return for sheep.	or in return for wood	Elaboration
clay?	ore?	Alternation
no 7!	cardlinger has 13 resources.	no_relation
i will no longer trade clay	apologies all,	no_relation
[no clay]	the meeting is 30min	no_relation
want can u give	wheat?	Q_Elab
whose turn is it?	mine, 	Question_answer_pair
sheep for my wood anyone?	lol	no_relation
hi	hi folks!	Acknowledgement
bloody hell...	 stupid buttons	Elaboration
i need ore yes	no	no_relation
am off now -	see you next week!!	Continuation
i have a clay	no wood,	Question_answer_pair
wow	that was quick	Explanation
what do you want for it	either of you have sheep?	Question_answer_pair
lj building an army there...	so you think	Comment
still have none,	yeah,	Explanation
anyone got sheep	or clay?	Alternation
still need clay	me too	Parallel
yiin go away!	haha nice	Comment
i'd just go on google	i got it...	Continuation
k	how did we fix it last time	Clarification_question
any ore for my sheep?	no ore,	Question_answer_pair
not sure.	(they said they would be here...	no_relation
i was hoping for ore	for one wood?	Q_Elab
sorry about this	we'll srot something out	no_relation
anyone have sheep or wood for clay?	neither, sorry	Question_answer_pair
...	i feel like im enabling your victory,	Continuation
so anyone have any ore?	rennoc1 ended their turn.	Result
i'll give you either ore or clay for wood	ok,	Acknowledgement
i have a clay,	cool	Question_answer_pair
so whst do u want to give me for the clay?	wheat?	Question_answer_pair
:d	1 for 1?	no_relation
what!?	ouch!	Continuation
awesome	ok	Result
i guess it will go to niko who won yh	then4 player?	Clarification_question
so.. no one knows how to confirm?	how did you reject it josephine?	Clarification_question
nowt :(	ah wlel	Acknowledgement
wait want wood?	i will give zorburt wood	Question_answer_pair
whose turn is it?	you have to press done when done	Question_answer_pair
3 people on 1 in	good game everyone	no_relation
oh snap.	 good work :d	Continuation
you can trade with the bank...	the ratio is 4 of the same resources to 1 different	Elaboration
does anyone have wood?	will give brick	Elaboration
ore	... from cardlinger	no_relation
anyone have wood or heep?	niko, is it still possible for you to build a settlement in the middle of the mountain?	Clarification_question
too low right now	oh, sorry no.	no_relation
gg all	got a run of vp cards	Elaboration
sheesh	none here	no_relation
ok	that was stupid	Continuation
i could use some brick	agnes ended their turn.	Result
only the 1 wood which i planned to use,	ore on its own's no good for me	Comment
when you went on the card spree	but well done all :)	no_relation
if tomas has a smartphone	he may pick up	Conditional
ore?	could be	Question_answer_pair
yeah	ok deal	Acknowledgement
no	oh well...	Acknowledgement
i think i should have won?	or that.	no_relation
well,	thanks for all your commitment	Elaboration
how do i direct it to a specific person?	click on my colour	Question_answer_pair
what do you need	do you have ore	Q_Elab
oh wait	har	Comment
click accept or reject.	i don't see either button	no_relation
if no1 else can?	nope...	Question_answer_pair
uh oh,	robber!	Explanation
i made it	who has said they can play?	Clarification_question
if dmm is snoozing,	or anyone else	Conditional
hi	have play this java version before?	Clarification_question
we each play four right	yes	Acknowledgement
wood	you're the only person	Question_answer_pair
anyone has any wood?	nope, sorry.	Question_answer_pair
sorry	catanstrophe: i can give you a sheep for your wood.	Elaboration
to trade ;)	lol	Comment
hahaha sorry	sounds rude	Explanation
:-)	sorry	no_relation
don't need the wood,	fair	Acknowledgement
hmm, i'd need 1 other too	with so much clay on the board	Explanation
wheat	sure	Acknowledgement
ya	do you have ore?	Q_Elab
can anybody give me a couple of wheat?	no wheat here,	Question_answer_pair
cool	?	no_relation
no sheep left :p	chameleon ended their turn.	Sequence
thanks	see you later	Continuation
a wheat?	i have a bounty crop	Question_answer_pair
very well played, commanding victory	good game guys	Continuation
you still seem to be offering the trade to tyrant lord	offer should have gone to everybody	Contrast
to build there for ages :p	i've been waiting for a clay	no_relation
ok have a good weekend guys.	you too...	Continuation
but i can't get the port now...	oh well.	Comment
or clay	euan bagged a bit	no_relation
anyone got any wheat for an ore?	nope	Question_answer_pair
any wood for an ore?	nothing	Question_answer_pair
table service :)	my flatmate is too laxy	Comment
wood for sheep?	raefbrisbin ended their turn.	Sequence
1:1 ?	ok.	Question_answer_pair
i don't have wood	lol	Comment
sheep perhaps?	2 sheep? :)	Q_Elab
i have ore now,	i have a spare wheat	Question_answer_pair
got none,	sheeo?	no_relation
yup yup	i'll give you sheep for it?	Result
don't you have to press the roll button?	you don't have to press it,	Question_answer_pair
in	hi	Acknowledgement
i could play till then though!	how about this.	no_relation
wood?	agin no...	Question_answer_pair
oh, so i need to build a road first	yeah	Acknowledgement
i would like a wood	but lj may be able to up the offer	Contrast
i'd like a wheat.	nope	Question_answer_pair
sorry,	i'd just go on google	no_relation
this room is in the informatics building	im gessing?	Clarification_question
we wait ten mins for cameron	kk	Acknowledgement
i managed to register a successful trade!	you're a pro	Comment
i'll give you a free sheep in my turn :)	ok then	Acknowledgement
i'm somewhat planning on using it	that's fair enough	Acknowledgement
k	hard bargains at this table!	Comment
1 wood for 1 wheat	or 1 ore for 1 sheep/wheat?	no_relation
oh really? that works	naa dunno	Question_answer_pair
(of course)	thanks	no_relation
damn, did it again	haha	Comment
the 3:1 means you can trade 3 of anything to 1 of anything	what about the other ones	Clarification_question
hi!	ok	no_relation
go easy, friends ;)	you have the victory points...	Contrast
apologies...	:(	Comment
i don't have wood either	ok	Acknowledgement
that sounds reasonable to me	seems more fair	Comment
i can spare ore or sheep?	trade for ore?	Q_Elab
ah	oops,	no_relation
youre like me	you need to build another road	Elaboration
when it's my turn	sounds rude	no_relation
yeah,	kittles, are you there?	Clarification_question
thanks	... from ztime	no_relation
what a board!	wait	no_relation
anyone trade clay for wheat?	sure	Question_answer_pair
good stuff. see you guys tomorrow :)	indeed, thanks all	Background
oh shit	?	Clarification_question
so you have ore to spare then...?	i do	Question_answer_pair
i have everything!	can you build more than 2 settlements?	no_relation
it says i'm close,	"then i""m close."	Result
not sure exactly how it works though	yep	no_relation
you'll be only 3 in this game.	game started.	Result
me please	one clay for one wheat	Q_Elab
dmm will swap you a wheat for a sheep?	or anyone else	no_relation
no...	shes got the least	Elaboration
...anyone want sheep? :)	yep!	Question_answer_pair
anytime except today and thu afternoon	ok	Question_answer_pair
ok	mmatrtajova ended their turn.	Result
well it would be a shame to exclude you,	to be honest i think the fairest thing would be for us to play it now without him	Continuation
rather than just reject	it's interesting	Continuation
what would you like for 1	your choice	Question_answer_pair
no woods	sorry	Comment
i have wheat to give tho.	just wheat?	Q_Elab
want any wood?	i need wheat...	Continuation
no clay here sorry	no clay in here either	Parallel
ok,	sounds good.	Comment
are you ok?	did they file an accident report?	no_relation
i play trumpet	trumpet sounds great though.	Comment
oh no! thats my place ig!	oops ;)	Comment
i do not ^_^	dave ended their turn.	Sequence
anyone got ore or sheep?	i'd need 2 wheat,	no_relation
we'll see how long it lasts without sheep or clay and only 12 for wheat :/	lol	Comment
what do you need	i need the same	no_relation
ah, i see!	i was only looking only in my little box	Elaboration
not just yet :)	ok	Acknowledgement
no worries then :)	gotwood4sheep ended their turn.	Result
oh yeah,	j ended their turn.	Result
kk :)	tomas.kostan ended their turn.	Result
then4 player?	i think the plan was to just count 3 player...	Question_answer_pair
best of luck so	£20, is it?	Clarification_question
nothing.	what do you mean?	no_relation
i have lots	i don[t need sheep though	Result
wow, i'm already beating my score from last time!	you're roaring	Comment
i have 10min left :(	... from cardlinger	no_relation
can we start the real one	wait	no_relation
lol	d'oh!	Comment
argh	how do i trade with a port?	Clarification_question
so i can't offer clay,	sorry	Comment
anyone got wheat?	i have sheep, clay and ore	Elaboration
sorry ljay	no ore sorry	no_relation
look at that highway	again :d	Comment
wood for wheat?	sparkles made an offer to trade 4 wood for 1 wheat from the bank or a port.	Result
an ore	but would need a good price	Contrast
what time?	8 pm	Question_answer_pair
huzzah	no 10s yet	no_relation
anyone need wheat?	dave ended their turn.	Result
i will no longer trade clay	oh.	Acknowledgement
so not going to happen	could have played earlier	Comment
yup	4	Q_Elab
i mean, nine resources,	you can probably trade with port...	Elaboration
sorry	i have ore...	Explanation
can i get an ore for 1 wood	no	Question_answer_pair
still no	how about sheep then?	Result
sorry, not got any	nope... none here :(	Parallel
yup	i got sheep	Elaboration
haha me too, 6 now	it's mining itself :d	Comment
any clay this time?	still none	Question_answer_pair
i put him there.	didn't think he'd stay that long.	Explanation
only because nelson got in first!	only because nelson got in first!	Continuation
give me the wood	and i will give you ore...	Conditional
wheat or clay even	no	Question_answer_pair
which you don't have?	clay and ore :) 	Question_answer_pair
it auto rolls	i think it said catanstrophe rolled an 8	Comment
does one of you want to send a group message	to try get you two and niko on tues, and the other two 	Explanation
can i get a sheep for a wood?	i has no sheep :p	Question_answer_pair
and if you're self employed	you've gotta protect your income	Conditional
no worries	inca ended their turn.	Result
^^	william has 9 resources.	no_relation
either of you happy to trade wood for sheep?	dont have wood	no_relation
can we delay just a couple of minutes?	chrysaetos sat down at seat 1.	no_relation
i think you can keep building on it	but it's not longest	Contrast
probably shouldn't	zorburt made an offer to trade 2 sheep for 1 clay from the bank or a port.	no_relation
ill give you a wood for a clay?	addtime	no_relation
i'm quite glad niko isn't here yet	because i'm not totally ready :p	Explanation
moved the robber	and then rolled a 7 as well	Narration
can't help,	sorry	Comment
anyone have clay?	ljaybrad123 made an offer to trade 2 sheep for 1 clay from the bank or a port.	Result
yeh	well	Continuation
i have some good/bad news :s	hey	no_relation
nope	ok ta	Acknowledgement
my sheep army rebuilds!	for wheat/sheep?	no_relation
how do i build again?	at the bottom,	Question_answer_pair
lamentably i am sheepless	same here	Parallel
clay, anyone?	no sry	Question_answer_pair
need to protect my longest road/imminent victory	ok	Acknowledgement
you must have been close	1 turn or 2 more	Elaboration
i do	sorry,	Comment
fair enough,	thought you might!	Explanation
alright... what about some wheat?	ore? :d	Result
nope	... from catanstrophe	no_relation
not sure	why i always get robbered	Elaboration
i have 2 clay	ore and wood would be great	Continuation
and i might not win on this turn (or at all!)	but you are quite well placed ;)	Contrast
yey	j ended their turn.	no_relation
joel has 2 cities!	metropolis :d	Elaboration
7 ha haha	i had wheat once...	no_relation
well played aria	marcus, what time is good to come to your office?	no_relation
raef - are you looking to trade some of that wheat?	i'm ok right now	Question_answer_pair
hello nancy	ok,	Acknowledgement
no problem	i know!	no_relation
merci	thx	Acknowledgement
its better than some of them.... :p	it looks like a very... intoxicated cloud	Continuation
anyone have ore?	ha	Comment
didnt realize	yeah,	no_relation
sure	amanda made an offer to trade 4 sheep for 1 ore from the bank or a port.	no_relation
how about sheep then?	none of those neither :(	Question_answer_pair
you just nicked my wheat :p	want to buy it back? :d	Q_Elab
i did think that was a bit optimistic	dmm ended their turn.	Result
does anone have clay or wheat?	i can give a wheat for ore or umm, clay	Question_answer_pair
i think it's a bug	it's still counting rennoc as having over 7 resources	Explanation
i meant ore	oh right, i've got ore	Question_answer_pair
i don't know if you know john field.	some gr	no_relation
well, thanks, it was a great game!	anytime except today and thu afternoon	no_relation
and i rolled the robber.	you had more than 7 reseources	no_relation
null needs to discard?	i'm guessing that's rennoc	Question_answer_pair
i got ore	i would like a wood	Continuation
