sentence	label
i spent the past weekend there.	low
the attacks have intensified since the colombian government began cracking down on the traffickers in august, trying to prevent their takeover of the country.	low
not to be missed is a visit to guangzhou's famous open-air market, qing ping.	high
thank you.	low
the camp offers summer residential programs for children from ages 7-17, and continues contact with the campers and their families with special overnight and weekend follow-up events during the school year.	low
for others, it's years.	low
it's been over a week, and i want to dance.	high
dear	low
or massive bio-chemical attack!	low
the only difference between homosexuals and heterosexuals is that while heterosexuals are attracted to members of the opposite sex, homosexuals are attracted to those of the same sex.	low
you undoubtedly write much better and could have a real serious article with awesome non-blurry pictures taken by a person who actually can get the timer to work for a goddamn change.	high
their main opponent?	high
tibbets quickly returned to wendover after that first visit to set up his headquarters.	high
"""so, i'm on a ship now?"	low
"""a great deal of money,"""	low
"now can you tell me what your master plan of attack will be before we go spinning counterclockwise into an anne rice novel?"""	low
he had some rings, too.	low
dtv—digital television from time warner cable—is now available in your neighborhood, and we'd like you to be one of the first to experience it!	high
"it is the second intuition which gun rights groups like the nra seek to obscure using fraudulent data by the likes of john ""mary"" lott."	low
is this the proof that all countries deserve democracy and its inevitable cancers, corporatism and capitalism?	low
"""i love what you do,"""	high
""" --was glorious!"""	high
somebody at amc is greenlighting the walking dead based partly on historical evidence that says people like zombies, but also partly on the notion that this particular iteration will have a new twist that will bring new people into the (zombie and amc) tent .	low
women in their 60s 'are perfectly good mothers'	high
this section is reproduced as example 14.	low
sales fell 20% to #722 million.	low
"""tell me,"""	high
the small, whitewashed chapelwas the first protestant church built in china.	low
he was standing right in front of some blue lights, so i couldn't see him very well, but i noticed the way that the light set off his pale skin.	high
"and to play well this season, we have to let last season go."""	high
turkmenistan votes for president	high
"she writes, ""the final 'lesson' of the myth often fades into the background and we retain the image of the erotic, strong, unrepressed (if destructive) woman."""	low
for the past three years, mccoy has been actively engaged in accomplishing this declared mission in cooperation with many others: youth service providers, youth, funding bodies, and interested citizens to name a few.	high
the assistant secretary of state for east asian and pacific affairs, james kelly, met on tuesday morning with anwar's wife, wan azizah wan ismail, for what she later told malaysian reporters was a discussion about both the detention of her husband and six supporters, and the campaign against terrorism.	high
dont even get me started on the still enacted blue laws of this state (cant buy liqour on sundays)... july 19, 2010 at 09:12 am	high
so the icy wind at the top of the mound and the bright moon came as a real relief.	high
this meant that foreign facilities were more modern and efficient than any plants in america, and therefore were able to export a more competitive product.	low
"eminent domain is exactly right - this is nothing less than governmental ""taking."	high
allan filled page after page, the words escaping from his mind onto the paper.	low
"""frodo's been visiting you, eh?"""	low
"the minister, who has his own website, also said: ""i want dubai to be the best place in the world for state-of-the-art technology companies."""	high
"according to the same wsj interview, ""typically, you're looking at a week to 10 days waiting period."""	low
oregon snorkeler mistaken for rodent, shot in face	low
"""you're sure it's not just some people being indisposed ? """	low
quick and concise, an on-screen information banner automatically gives you the who, when, and where of what's on.	high
the right-of-way travels past fancy apartment blocks, bamboo stands, and jungle flowers.	low
"""ah."""	low
please join us in enjoying and protecting our special corner of planet earth today.	high
boy allegedly told to kill by mom gives up	low
a gift to pleasant run means the children in our care will have presents to open.	high
i will not answer the phone for a week, no matter whose face appears on it.	high
bears watch as lead slips away	low
rebuilt in modern times, the mosque serves the small local community of muslims.	low
when you use it in place of plastic bags you help conserve our natural resources.	high
i'm a big fan of your work on ip and corruption, but i'm skeptical of these initial ventures into the environmental arena...	low
"""nardo!"	high
two other b-29s left in two-minute intervals after tibbets so their crews could take photos and drop devices to measure radiation and other effects of the bomb.	low
i now invite you to continue to support the mission and the message that is so important to building strong kids, strong families and strong communities.	high
"more and more people are beginning to believe that homosexuality is not a ""choice,"" but rather a feeling that one is born with."	low
we could take that oil-stained soil and those rusted factories, and create something new and beautiful.	high
the main road continues clockwise around the new territories.	low
thank you for your last annual fund gift!	high
i noticed that the wrinkles on his neck expanded as he breathed and realized that they were gills.	high
"""i have a feeling that she was worth the trade,"""	low
and your support will help sustain our innovative audubon refuge keepers program, and maintain our own network of more than 100 wildlife centers and sanctuaries.	high
britain to restrict immigrants from new eu members	high
"come on, we're heading out."""	high
"carl mccall"" appear on the screen."	low
libby defense upsets judge, rests	high
"but since it's the middle of summer, i am adding fresh corn to it"" -- plus a dollop of caviar for good measure."	low
mine was the sleeping flamingo, and its outer walls were coral pink.	low
(example 7), are related to the first head motive of the first theme, which is shown in the first measure of example 8.	low
i owe you one.	low
"""what is your name, anyway?"""	high
lowering west street alongside the world trade center site and building a park or esplanade on top is another option that has been popular with those reviewing the first six public proposals.	low
inside, the entrance room was hung with bright silks and scattered with velvet cushions.	low
in return, the brewers got backup catcher jorge fabregas and two players to be named later.	high
hungary police tackle violent protestors	high
"""so instead, you would write – what?"""	high
but mr. ackerman said the buy-back, and the above-market price paid, prove that mr. edelman is running scared.	low
she sat up, running her hands along her pale, round thighs.	high
he gave me a half-hearted wave that made me wonder what exactly we were chasing, and whether i should be wearing body armor.	low
in total, 110 pairs of twins (identical and fraternal) and 142 sets of male and their adopted brothers were studied, where at least one of the two had been classified as homosexual, either by self-identification or other means.	low
obama: i'm running for president	high
about 30% of ratners's profit already is derived from the u.s.	high
"""people do leave. the approximate number of people at any given event is always the same. but we see new faces."""	low
"""why is that more desirable than what you write today?"""	high
who said that those who forget the past are doomed to repeat it?	high
the impression of the visitor today will be that very little has changed.	low
"now chad's legs and arms and mouth worked, and he was up and running and screaming, ""roy, go inside! roy!"""	high
yeah.	low
without color one could not appreciate the purity of the black and white space.	high
so what sort of matrix board do you have to create to know that a nc-17 comedy horror zombie video game will work, but a pg-13 young adult time-travelling vampire tv show won't?	low
ex-suspect slams anti-terror laws	high
a gasp from the psychic broke her silent vigil, and she turned.	low
just then tucker williams came climbing out of the top of the black fort like a gold headed monster.	low
"""i would drive it out,"" he said softly, ""but i fear for what would remain."""	low
this object detection process will be activated when the front bump sensor is stimulated or when both sonar detectors are stimulated.	high
20 its $45-a-share offer for all dunkin' donuts inc.	low
however, it's also easy to get to guangzhou by train or ferry.	high
napping is good for your heart, study finds	low
dear friend:	low
marijuana may stave off alzheimer's	high
jon stewart mocks benefits of cnn's i	low
'm not a cop	low
karnes met tibbets when the 29-year-old bomber pilot walked into karnes' office at wendover army air field on the utah-nevada border.	low
the tasha who was is not the tasha in this file.	low
the committee has also considered that the principal source of the allegations against you is david chang, a witness whose credibility has been called into question by the department of justice, a united states district judge and his own conduct.	low
for this reason white walls are favored over colored ones for both galleries and architectural spaces.	high
she can be contacted at michellecole(at)news.oregonian.com.)	low
fact: some places are timeless.	high
rice: u.s. won't pull plug on iraq	high
from basketball, kickball, volleyball, archery, crafts, an egg toss, and even a walk through our creek, you will have plenty to do to get you good and hungry.	low
each passage contained two paragraphs; the first discussed self-control either as limited or as unlimited, and the second discussed self-control as either malleable or fixed.	low
for a membership gift of just $15, you will receive a full year of the world's most beautiful nature magazine, national wildlife.	high
although it affected youngstown and the surrounding area more than it affected other regions, the local people simply could not solve a national crisis on a local level.	low
"""it was part of the price for this girl, who was a rock at the time,"""	low
there are 13 avas in sonoma county.	low
that's a savings of over $60.00!	high
nepthys looked at me incredulously.	low
as i mentioned, this new same-day airborne land-and-shoot practice will start in september after the opening of hunting season and the first snow — and when wolves will be an easy target.	high
higley, gonzalez lead in malaysia	low
that goes for your grandson mustafa too, by the way.	high
the chinese and indian varieties differ little in taste.	low
finally, michael called goodwill.	low
karnes has never spoken publicly about his role as tibbets' right-hand administrative aide.	low
1% of dunkin' common shares, on a fully diluted basis, being tendered and on the withdrawal of the company's poison pill rights plan.	low
ralston purina co. reported a 47% decline in fourth-quarter earnings, reflecting restructuring costs as well as a more difficult pet food market.	low
"""an unbelievably inefficient way of reducing emissions,"""	low
here's the link to the auction http://cgi.ebay.com/ebaymotors/ws/ebayisapi.dll?viewitem&item=320381623555&viewitem=&sspagename=strk%3ameselx%3ait	low
it tells viewers: aha, this is the person we are talking about.	high
"this is similar to the situation of guatemala: the government felt it needed to battle communism, an ""armed and dangerous menace within"", plunging the country into civil warfare in the 1960s and continuing through the 1980s (warren 1993: 25)."	low
"he had invented the ""robots"" game to make fun of roy, but roy had never figured that out either."	low
for more than 60 years, caring and concerned wildlife lovers like yourself have supported our mission to educate, inspire and assist individuals and organizations to conserve wildlife and other natural resources and to protect the earth's environment in order to achieve a peaceful, equitable and sustainable future.	low
"""the ship i was on, i guess that's what happened, too. some vital part broke, and... well, boom. it was all so fast."""	low
you see, abandoned houses in this town get set on fire.	low
mr. reupke, 52 years old and a 27-year reuters veteran, had been the information-services company's general manager for only six months.	low
he shrugged lightly.	low
"""but the donuts are a lot more costly here."""	low
regardless, this will be a very simple function.	high
there will be two individually operated motors to drive the two side wheels in lieu of legs.	high
yet, the law does nothing to educate consumers.	low
"""of course,"" i said."	high
the remains of the 17th-century barra fortress, which once defended the southern tip of the peninsula, contains the chapel of santiago (st. james).	low
alean said... wine facts are really good http://www.facts-about-wine.info/	high
they invited local people and politicians to witness the scene, then charged the headquarters and took it over.	high
"""personal reasons,"""	low
editor: visit the new york times syndicate web site at http://www.nytimes.com/syndicate for more information on scientific american news service and other features.	low
"""stupid, non-feeling"""	low
eu condemns 'illegal' cia flights	high
lebo: a life lived on the edge	high
adrienne gestured for him to be quiet.	low
antie will also need to follow several different kinds of chemical gradient trails: it will need to track the trails left by successful patrollers, and localize the source of food-odors and midden-odors.	high
i told myself that tonight, the observation period would end and i'd start puzzling out the ship's mystery.	high
in effect, it raised the hopes of workers without having any real chance at saving anything.	low
wish me luck.	low
the foshan art porcelain factory has traditional designs, but also some attractive modern pieces.	high
the latest example is monday's re-sentencing of saad eddin ibrahim, a sociologist and human rights activist, to seven years in prison for his efforts to register voters, monitor elections and report attacks on egypt's coptic christians.	low
"good, round breasts, too, even though they're small, they suit her."""	high
or perhaps i was thinking about the things that humanity made that would outlive our species.	low
there develops a duality in native culture; for example, many nasa children receive instruction in nasa yuwe yet converse in spanish outside the classroom.	low
asked the hunchback.	low
an iphone by any other name? surely not	high
"a defense of michael moore and ""bowling for columbine"""	low
"""so the auction was almost like the ribbon-cutting ceremony for the convention,"""	low
israeli, lebanese clash on border	high
to deal with the first: it hurts to remember.	low
freaking hillarious and so true.	high
let me abuse the playwright and dismiss the penultimate scene in a few sentences: after giving emil full rights to a sculpture of tasha and me, we had a good dinner of curried clam chowder, lobsters boiled on terra and unstopped still steaming on n'apulco, and cinnamon custard for desert.	low
all in all, it is an accurate portrayal of america's gun and violence culture.	high
here, too, they were ignored.	low
the cost in the first stage of this unique project is estimated at 200 million dollars.	low
did he consider trying to cancel?	low
one wrong word and you find yourself cursed with infinite earwax or something.	low
but caring adults like you can reach out and help.	high
i've lived in the metro area my whole life, and there are areas (i can't call them neighborhoods) down there where i don't feel safe in daytime, much less at night.	low
nepthys slapped me on the back.	low
"""for your kindness in inviting a stranger into your home."""	high
tucker was the oldest boy in the playground, and the one who decided the rules of the game.	low
in addition to that behind-the-scenes role, mccoy has taken an out-front role in developing a summer bus pass, neighborhood youth councils, and the we value youth information line.	low
and please use the enclosed 2001 calendar reply when writing me back.	low
lucky macau fit the specifications exactly.	low
this wolf will be running for its life!	high
in this way the people of the mahoning valley missed many opportunities for new industrial or commercial lifeblood because of arbitrary arguments where the goal was simply to protect regional pride.	low
i'm just wondering what they'll think when they open that vault in kentucky.	low
but such heady progress would soon come to a halt.	low
incredibly effectively performed without a doubt.	high
gotta love that understatement and comic timing.	high
"""texas has plenty of blue bonnets,"""	low
she turned to me with tired sympathy.	low
dr. sun yat-sen's memorial hall honors the founder of the chinese revolution, flanked by his heroic statue in copper.	low
dvorov asked us.	low
audubon establishes and protects wildlife refuges and sanctuaries.	high
"""i hope soon to see you in better sorts."""	high
it's always been this way in north truro.	low
pubs are numerous.	low
i could have started asking questions, but i wanted to get my bearings first.	high
frustration rises as north korea nuclear talks stall	low
"""will help -- he has two or three judges."""	high
that i can access detailed information about events i have no right remembering in detail is another matter entirely.	high
sony's planned acquisition of guber/peters entertainment co. for $200 million is scheduled to close monday.	low
dobbens believes that he was born homosexual.	low
destination everywhere.	low
moore presents the most important part of the speech to back up this point and ignores the fluff.	high
"""the captain selected us for a reason. he has inside intelligence—how else would he know where to find us? he knows about us."""	low
you might be wondering how much to send.	low
i passed along this article to her, and she suggest that when we start our own bike rescue, we'll do like the u.s. in east timor did and graffiti delta bike rescue on all the chassis.	high
the peak tram, originally steam-powered, was built to speed the wealthy taipans to their mountainside retreats.	low
austin, texas -- tom karnes was dialing for destiny, but not everyone wanted to cooperate.	low
in the park is the 1380 zhenhai tower, one of the city's oldest buildings.	low
"""i don't recall ever having to tell tom to do anything,"""	high
airlines: uk airport runway unsafe	low
accord on north korea is announced	low
by the time that blunder was discovered, the coin had left the united states.	low
health returns as hot issue in '08 race	low
"""psychologists,"""	high
using your address labels is an easy way to show you care about wildlife.	low
her husband becomes a monk, and this further implicates lady white snake, this time from a buddhist perspective.	low
it stated, rather that homosexuality was merely a difference in the opinion and values of the common person, but must still be respected as an individual orientation, and thus treated as one (resolution on appropriate therapeutic responses to sexual orientation).	low
hong kong's other, less developed islands, lantau, lamma, and cheung chau, provide getaways.	high
how?	low
microsoft supports openid authentication standard	low
she waved down a car and pulled me in.	low
so how will your money be spent?	low
sunlight filled malaquez's bedroom.	low
"""oh, totally,"""	low
i hoped no one would bring up my last three plays.	low
orange-gold light filters into the grassy meadow, touching a row of canvas tents and the temple house beyond.	low
fda revises label warnings on the antibiotic ketek	low
the higher levels of the union became increasingly disassociated with youngstown and its plight, attempting to shut out the appeals from workers and local union representatives and to ignore what was really happening.	high
i would have sworn to you that he was dead.	low
i was pretty rattled, but things fell together for me looking at the big statue, the hawaiian shirt and the mark on the ground.	low
if i were to fulfill that role for him, i would have told him to go low key with this decision and let it be led by his new team.	high
it's strange how one can write delightedly of the happier moments of life, forgetting the things that one would forget by remembering fully the things one would remember, and suddenly the forgotten, in revenge, rears up to savage the unwary.	low
"""it is."	low
allan cried out at last, stepping forward and casting his arms open, confronting arthur with this demanding, pleading interrogation.	low
she laughed, liquid, alluring, alarming.	low
waertsilae marine's biggest creditor is miami-based carnival cruise lines inc. carnival, which has three ships on order from waertsilae marine, presented claims for $1.5 billion damages in the bankruptcy court this week.	low
this is all not mentioned by critics of moore's movie, who claim to be objective.	low
seahawks, bears vie for shot at nfl title	high
"if she's in trouble, i want to find her, wherever she is."""	high
now, i'm hoping i can count on your moral and financial support again today.	low
almost 1,800 men were assembled n late 1944 to join the top-secret unit called the 509th composite group.	high
"""i'm starting to see more business transactions,"""	high
the outer cape is really just a spit of sand -- but still, farmers lived here for generations.	low
"there no evidence that grapes grown in ""sonoma county"" have any single distinguishing feature derived from the fact that they were grown inside the borders of sonoma county. assemblywoman evans concludes, ""by improving consumer education on each bottle, conjunctive labeling will unleash the full potential of our delicious wines to represent sonoma around the world."	high
"pick up a copy of hkta's ""the official dining, entertainment & shopping directory"" in which all member stores are listed."	high
"""i agree,"" i told him."	high
as the clubhouse monitor at bent tree apartments, he now provides customer service for 50 to 60 tenants each night.	low
happy holidays from all of us!	high
the experts point out that it is not age alone that determines a chinese antique's value — the dynasties of the past had their creative ups and downs.	high
cci is a federation of 13 neighborhood-based multi-service centers whose mission is to identify and meet the human service needs of residents throughout marion county in the most effective, efficient and comprehensive way possible.	high
"say ""no"" to the barbaric practice of same-day airborne wolf killing."	high
gronholm takes a commanding lead	high
it pulled back around his fingertips, which bore things that might have been nails or claws.	low
james now finds himself in the following position:	low
i had to grin, so i did.	low
well, we don't get many customers asking about that item.	high
"""it amuses me."	high
his pen cast a forbidding line of shadow slanting across the page, echoing the inky darkness crouching in the edges of the lantern's struggling glow.	low
she also apologized for not calling to thank him earlier, but that gailhaguet had forbidden her.	low
"then i heard nepthys shout, ""nathan!"	high
the red sox signed him in 1997.	low
i thought you would enjoy our 2001 animal sanctuary calendar.	high
easy ways to (really) save $400,000	high
he shouted.	high
i looked at the sheet in my hand.	low
"""don't name her 'what did you say?', okay?"	high
"""love at first bite """	high
new mccain team made attack ads he once faulted	low
this includes a volunteer screening process, orientation, training and ongoing supervision and support by a professional staff.	high
the northernmost point in macau is the frontier between two contrasting worlds.	low
experts: fear likely shackled boy	low
color became a moral issue, seen as something sensuous and dangerous in its secondary nature to the essence of life and form.	low
marshall, an insurance agent from toms river, was convicted of hiring a man to kill his wife while the couple were going home after an evening of dining and gambling in atlantic city.	low
"""you could force the captain to set down somewhere."	high
"you make the hysterical claim that the interview ""may be faked"" (on the basis that no name is shown for the interviewee), but if moore had faked it, why the hell should he put this sentence in the protestor's mouth, which directly contradicts the conclusion that the rally happened hours after kayla's death?"	high
holding dvorov's directions, nepthys took us around the corner of the building into a skinny alleyway.	low
uk letter bombs may be from extremist drivers	low
powell contended that it was not inconsistent to want to foster cooperation even with an organization like the indonesian military, which has a history of human rights abuses.	high
the program is being copied by other cities and has attracted students from all walks of life, ages 16 to 68.	high
"therefore, neither homosexuals nor heterosexuals really have a ""choice"" in the matter, and asking a homosexual ""why are you attracted to other members of your sex"" is likened to asking a heterosexual ""why are you attracted to members of the opposite sex?"""	low
"""many people believe that our great coin rarities are vastly undervalued in comparison to old master paintings,"""	high
he took another careful look over his shoulder and bent to pluck a yucca spear as if that were what drew his interest.	low
it's almost unthinkable that a program this reckless could be implemented -- in view of the tragic impact that poisonous chemicals and pesticides like ddt have had on wildlife and people.	low
any place but this place.	high
the company also cited interest costs and amortization of goodwill as factors in the loss.	low
where before they had marched in regiments, practiced in ranks and followed their leaders' commands, the words now escaped in their true forms, unhindered by any stricture.	low
"""one is ours, and the other our friends will give them."""	high
the enola gay climbed, and tibbets fought to turn the plane in the air-bending, 155-degree the crews had been practicing off tinian for months.	low
here, david and his partner arthur teubner work year-round growing heirloom and hardy fruits and veggies to sell at market.	low
the vampire fell forward and blood began to flow from his mouth.	low
it was roy, and when chad looked up there was something like his brother there around the eyes.	low
for the sake of context and setting the record straight, this post address many of the misrepresentations and misleading claims made at the middlemen's disingenuous new website.	low
"but over time, characterizations of her became more complex, and the persona of madame white snake became more sympathetic, and perhaps even a model of the ideal confucian wife, particularly in ""pagoda""."	low
but i'm starting to wonder if lebron isn't painting himself into a corner, and has maybe misread how quickly sentiment can change.	low
stunned i watched as he made several ridiculous passes with his hands paused and nodded then did a sort of sign language stutter of some sort.	low
"""do you hate the modern system of literature?"	low
as mentioned, the development is divided into three subsections.	high
classical music.	low
while the presence of the perfect fourths that was so prevalent in the introduction is clear in the latter, the former does not employ the perfect fourth in its formation.	low
similarly, the main motivation for the crusades (beyond the promise of wealth) was that christians were supposedly being slaughtered and had to be saved.	low
okay?	low
wholesalers issue.thanks for sharing your link.	low
along the liffey to the west is temple bar, center of nightlife and home to many of dublin's cutting-edge artists and artistic endeavors.	low
if you jumped off vampires would you have known to jump back on in time to publish twilight?	low
stories like astro's are all too common.	low
grammys ready to name winners	low
at new ozzfest, freedom ain't free	low
it's like a satire of a satire.	low
"""state or territorial regulations may not facially discriminate, without justification, against out-of-state producers of alcoholic beverages in favor of in-state producers."""	low
the scales had tipped.	low
vaccine mandate upsets legislators	low
salmon have forgot how to screw.	low
mnemonic.	low
"players bet on the numbers that will come up, and on whether the result will be ""big"" or ""small. """	low
"""a beautiful house."""	high
"this sounds like it's the one."""	high
inside, the building opened up.	low
into the initiative's underground bunker: then, from the bathroom-initiative across the hall: into his parent's basement: and into an ice cream truck: past the the come-hither lesbians: through the back of the ice cream truck: by means of a passage: that returns him to you guessed it his parents' basement: in which he exits the same door he originally entered it from buffy's house only to end up in the halls of sunnydale high and (shortly) an apocalypse now parody: the only difference between what whedon did and urbino is that you could travel through the side streets of urbino with a camera and accomplish such feats (minus the coppola) without needing to cut once .	low
"we don't – """	high
…but, sir, this is an unusual situation.	low
europe retain trophy with big win	high
3) denver nra meeting.	low
"""it involves very complicated choices that have to do with the biology of species, their life cycles, how they respond to various changes in the oceans, etc."""	high
we entered.	low
david isn't alone: he's got the support (and companionship) of a growing group of gamechangers.	high
astronaut's arrest tests nasa's mettle	low
"search ""emiliano malaquez"" and you'll find he's a master of the ""captured moment"" school of sculpture."	high
fall is exactly 79% more tingly when experienced by bike.	high
she laid it gently inside the hollow of my left arm.	high
buildings seem to transform themselves depending on the light; dublin under a lowering sky is a different place from dublin in sunshine.	high
"""that would make the stone rather useless."""	low
try a vinho verde, a mildly sparkling young wine from northern portugal, or a hearty red dão or colares.	high
concerned about shrinking landfills and the safety of chemicals used in super-absorbent disposables, parents are returning to the cloth diaper.	high
nepthys didn't need to warn me not to speak to them.	high
"""i have never seen as much interest in the sale of any coin in my 30 years in the business,"" said lawrence r. stack, the company's managing director."	low
havarti?	low
hands closed on my neck and i felt my spine crack.	low
"""you never know when it will end,"""	low
confidence.	high
at this point, we have removed ourselves so fully from quotidian human existence that we are understood to be fictional.	low
asked adrienne.	low
she chronicled her experiences making drug deliveries for gang leaders at age 13 and how she was given her first gun as a birthday present when she was 14.	high
this ship.	low
"""didn't affect me last year, and i don't think it'll affect me this year."""	high
then they saw it.	high
finally television that's smart enough for new yorkers!	high
you know what makes this post great?	low
no one minded; sarah's inner circle was content to fill our circle of couches with plenty of chatter.	high
the rental agent, an attractive n'apulcan named tasha cortez, was not mood-sensitive either.	low
princess and heir of franz ferdinand fights to repeal a law and gain a castle	high
the choice ranges from traditional hand-carved chinese rosewood furniture to well-made reproductions of modern western styles.	high
adjacent to the star ferry terminal is ocean terminal, where international cruise ships dock, and the gigantic harbour city, a complex of malls, hotels, and restaurants.	high
it strays from reason in the way which it consumes and manipulates life.	low
"""good evening, gentlemen,"" she said."	high
it gives an overview of macau's history and its daily life and traditions.	low
never mind that they did so not out of some humanitarian motivation, but because of the taliban's violent enforcement of the ban on opium poppies.	high
despite the fact that the local land was rich in silver, by 1865 most of the mining traffic through las vegas was of prospectors headed to california or northern nevada in search of gold.	low
kids like tommie j., made a ward of the court because of repeated beatings by an alcoholic father;	low
she pleaded guilty to murder and was sentenced to death by a jury in 1997.	low
astro was wagging his tail.	low
but powerful groups, including the american medical association, oppose the idea and have a surprising source of support: psychologists themselves, some of whom call it a radical experiment and fear that the most likely victim will be the science of psychology.	low
it worked -- but it cost money, and it disappeared fast into the hungry ground.	low
"in a mosque for example, the architectonic effect of its white garment is assisted by a strategic use of color: ""all these things are clothed in a majestic coat of whitewash."	high
for too many, this is a daily reality — but today you can help make a difference.	low
terror officials see al qaeda chiefs regaining power	low
dunkin' is based in randolph, mass.	low
foreign minister of colombia quits in scandal	low
"""this is cosmetic?"""	low
however, the general public of the 1800s and early 1900s, including the medical professionals, regarded homosexuality as a curable mental illness.	low
rig-threat cargo ship towed ashore	low
your contribution will help with funding so jameson camp can continue providing the year-round camping experience that gives kids a chance to create dreams.	high
wellcome awards anti-fat research	high
i spent the evening listening, mostly.	low
"and then, because a playwright cannot resist a promising line, i said, ""your sleeping flamingo should be put to sleep."""	high
archaeologists find signs of early chimps' tool use	high
matthew duhan says: july 26, 2010 at 5:13 pm	low
"a final statement yesterday said: ""while some advances are being made in nations throughout the hemisphere, the state of press freedom in the americas still must be regarded as grim as long as journalists and their families are subject to the crudest form of censorship: death by assassination."""	low
today, we are placing special emphasis on pet adoption.	low
.	low
i almost dropped it; i expected it to weigh no more than a holo.	low
also, a perfect strike.	high
"this is more like a compulsion, a beast that lies waiting in the dark for the perfect moment, then leaps and takes ahold of me, screaming out through my quill."""	low
"""as if i wanted it,"""	high
global national major child porn ring bust	high
each time the motion in examples 3 through 5 breaks from chains of fourths, the same sequence of intervals occurs: two descending perfect fourths separated by an ascending major second (-5, +2, -5); each instance of this intervallic cell is bracketed in the examples.	low
in her palms, the droplets of blood swelled into small pools.	low
we're at an exciting juncture and it won't be long until we start seeing solid results from our efforts.	high
"""an effective headcount-control program."""	low
connect to time warner cable with dtv for free!	high
he was already walking toward the squat, brick-windowed building we were parked next to.	high
i don't really believe i'll make it or i wouldn't say a thing.	low
from beginners to experts, they are into hiking, camping, and backpacking.. .cross-country skiing and snowshoeing... rock climbing and mountaineering.. .canoeing, kayaking and bicycling.. .nature photography and birdwatching. . .and relaxing alongside nature.	high
paying someone else to do something they are doing, already, does not reduce your carbon footprint one bit.	low
everything to fade away, lost as dust and scattered atoms between the stars, and every one of us to be left as alone as the moment we were born.	low
pat lacrosse asked me to send this information inviting you to join the georgia o'keeffe circle of the indianapolis museum of art's second century society (scs).	high
…sir, if she's in any danger, it will probably be too late to help her by that time.	low
did the tools of production really get sold, to the shareholders benefit, leaving the worker without means to defend himself?	low
"""just at this corner,"""	low
in 1954, after the king was deposed, his coins were sold at auction and the double eagle vanished.	low
"""i just hope they keep me here,"""	low
"""i believe we'll see the end of the universe,"""	low
in 1973, he was young enough to be a part of the redskins' over the hill gang, and in 1981 he was old enough to be one of the team's original hogs.	high
"""oh."""	low
there will be more info about that coming soon.	low
please, if we could see him, we would be much obliged.	low
responding to a wave of public dismay over the first designs for rebuilding lower manhattan, gov. george pataki has sent word that it's time to go back to the drawing board.	low
the scout ship re-emerged from the hole - a brilliant speck emerging from a sphere of velvety blackness.	high
nasa revisiting life on mars question	low
"""i saw a lot of kids and young men out there with no dads and no structure who couldn't read and some of them were beginning to realize that there is no growing old as a crack dealer -- you either die or go to jail,"" he said."	low
sincerely, rodger schlickeisen president	high
she's correct.	high
not until the day before tibbets and his crew flew to hiroshima was the 509th told what was happening.	low
this sequence of intervals is the inversion of those found in the second head motive of the first theme of the exposition, shown in measures 2-3 of example 8.	low
and john h., a recovering alcoholic, rebuilding a relationships with his family so they can live together again.	low
well, i don't know what part of detroit these folks live in, but the $100 houses i saw looked more like this:	low
"""do you disregard them all and return to this superstitious babble, this morbid, paganistic drivel?"	high
as we kept driving, the anxiety grew more pronounced.	low
june 6, 2000	low
families are being torn apart, and too often, children are the victims.	low
"""although other units of lockheed martin corporation elsewhere in the country produce weapons to support the defense of the u.s., we make no weapons at the littleton-area facility moore visited."""	low
fact: adrienne intimidated me.	low
additionally, las vegas had been made a part of nevada's new clark county in 1909, a year when the legislature also outlawed gambling.	high
but if we apply it to music such as bartók's that is in the middle area, we can come up with some enlightening and perhaps unexpected results.	low
and we're just getting started!	high
inauguration of free zone in dubai for e-commerce	low
now spring was back, under the concrete, and i could smell it even here.	low
pan-mayanism has succeeded in part due to its focus on issues of ethnicity; it largely avoids specifically political overtones, instead concentrating on the development of the reemerging mayan culture (england 2003: 734).	low
houses and businesses are boarded up, painted up, bombed out and falling down.	low
the iraqi government has agreed to let u.s. rep. tony hall visit the country next week to assess a humanitarian crisis that has festered since the gulf war of 1990, hall's office said monday.	low
andromeda involved in galactic collision	low
the efforts to save the mills failed partly because the international market for steel had largely dried up.	low
it sounds like you would prefer you government welfare to go there instead?	high
"when he hesitated, i said, ""last night was my fault."	high
it hissed thoughtfully.	high
silly and substantial	low
nigeria hostage feared dead is freed	high
heritage owns and operates television and radio stations and in-store advertising and promotion programs.	low
i used to see this old scary dude walking around checking the trees in griffith park for dutch elm disease.	low
this is part 4 of a 4-part series on tourism's impact on cape cod.	low
i'm a researcher, i've come into some valuable material that i would like to find a buyer for, and i don't want to have to explain myself to anyone.	high
i trust, however, that you will give back.	high
"that's why we came here."""	high
i pictured young artists owning homes, fixing up neighborhoods.	high
slow 'music and lyrics'	high
whoever took that stuff is probably using it in their own garden.	low
i've heard there are a number of stages of grief and shock; i guess i was working my way through them.	low
i called out to amy to shut the door in case the vampire had any friends who might be trying to follow us.	high
i abandoned these notes to my future self to have the wipe done immediately, thinking that bernardo flynn should receive such services when he needed them, even should the need arise at the third hour after midnight.	low
and it's not just the white tablecloth crowd.	low
"""your sleeping flamingo should be put to sleep."""	high
"""that's, uh..."""	low
space.com: black hole triplets spotted	low
opening a side drawer, he took out a piece of paper and his inkpot.	low
june 26, 1995	low
fact: sound is a vibration.	high
