sentence	label
"""earlier,"" said one villager, ""we used to fear the tigers and wild boars. now we fear the guns of the naxalites and the police."""	high
earlier this year, the obama administration called for the israelis to halt building more housing on land the palestinians regard as theirs.	high
easy enough.	low
economic growth in china accelerated to 8.9 percent last quarter, fueled by government stimulus spending and more than $1 trillion of new bank lending.	high
"ed argued this morning that scozzafava's withdrawal is likely to hurt owens ""tremendously"" because it frees up a ton of republican votes."	high
ed hubbard, co-founder and ceo of the witch school, said he underestimated the difficulty faced by the school when it relocated to rossville, about 125 miles south of chicago near the indiana border.	high
edison, whirlpool to get stimulus money: detroit edison and the whirlpool corporation in benton harbor will receive $103 million in federal stimulus money to make investments in green technology.	high
edit: and that thing about rhythmbox taking forever.	low
*edit: i disable this before using wifi-radar	low
edit: just tried beep media player (sudo apt-get install beep-media-player from universe).	low
edit: moderator - if this has not been posted before please consider making this link a sticky.	low
ed morrissey at hot air has the latest siena poll that doomed scozzafava and adds: this confirms the basic thrust of the three earlier polls, and especially the daily kos poll, which got the ranking of the candidates and the distribution of the vote almost exactly correct.	high
[ed. oh, we'll definitely know that soon enough. intimately.]	low
edward l. yingling, the president of the american bankers association and a staunch opponent of many efforts to regulate the financial industry, logged in five times.	high
effendi laughed as he recalled having to tell his teacher that he lost his homework in the river.	low
efforts are under way to open peace negotiations, but as yet remain stalemated.	high
e.g. in the source code you have:	low
eight of 10 states with the highest level of trust are in the west and midwest while six of the bottom-ranking states are in the south.	high
either that or we need to crank up the scariness.	low
"""either we are sitting here, or we are on patrol. there is nothing else."""	low
"""eject"" probably does send something to the drive as the ipods seem to like this (the ""do not remove"" disappears from the ipod display)."	low
elders in the coastal area said the pirates might have been worried that they were vulnerable to attack if they continued to keep the chandlers aboard the hijacked freighter bobbing off xarardheere.	high
electronic applications can be sent to intern@reason.com, with the subject line: gray internship application.	high
eleven of those reservists are from the new york city area, members of the navy operational support center in the bronx, whose accents, yankees allegiances and urban swagger have lent an air of local authenticity to the ship, which has 7.5 tons of steel from the world trade center cast into its bow.	high
emanuel continues to believe that oceans in a warming world will produce stronger storms, because the trend over the last 30 years in the western north pacific and atlantic basins is upward.	high
emanuel said the western north pacific and atlantic hurricane basins have the best data on storms during the last 30 years because they include aircraft data.	high
emergency workers called to the scene were quoted as saying they believed he was already dead when they arrived.	high
engadget assumes no responsibility for injury or death.	high
english teacher jessica price, who knows the victim and most of the arrested suspects, said the girl has helped in conflict-mediation groups.	high
enjoy!	low
enjoy.	low
enjoy safe travels!!	low
enjoy your visit.	low
enjoy your weekend everyone.	low
enter blacksn0w.	low
enter dede scozzafava.	low
environment commissioner ebgebike says funding is critical and appeals for international help to deal with the situation.	high
erekat said clinton had told abbas that the settlements were not legitimate but said the united states was unable to persuade netanyahu's government to commit to an outright freeze.	high
erekat said that abbas wants negotiations to pick up where they left off with former prime minister ehud olmert, and that the israelis do not.	high
"eschol amelia ""amy"" studnitz had been working for corporate mailing services since august 2008 as a senior accountant."	high
especially if you are getting it going for a school it will still be very useful.	low
essentially the ace index approximates the total energy of a storm from its intensity and duration.	high
eth1 is my airport extreme card.	low
et tu, newt?	low
"evan harris, another liberal democrat member of the science and technology select committee, said: ""the political sacking of a distinguished scientist, who is the chair of an independent scientific advisory committee, for the 'crime' of having different views than the secretary of state, is an enormous blow to the credibility of the government's approach to scientific evidence."""	high
evan tracey, of tnsmi-cmag, said according to his analysis, corzine is well on track to spend more than $20 million by tuesday when voters head to the polls.	high
even after shutdown, desktop systems are still partialy powered.	high
even as drought kills off yemen's crops, farmers in villages like this one are turning increasingly to a thirsty plant called qat, the leaves of which are chewed every day by most yemeni men (and some women) for their mild narcotic effect.	high
even during the high periods of sectarian violence, he said, he and his family entertained guests in the garden.	high
even if you do a complete uninstall/re-install..	low
even in parts of sana, the poor cluster to gather runoff from privately owned local wells as their wealthier neighbors pay the equivalent of $10 for a 3,000 liter-truckload of water.	high
even old girls like that are fine for typing assignments.	low
"even though he had already secretly signed a contract to do as many as 50 concerts, and not just the 10 concerts he announced that day, michael jackson told the world, ""this is the final curtain call. i'll see you in july."""	high
even though they have never met, she considers a woman from michigan a second mother and a woman in arizona to be her online protector - searching out leads as well as scam artists.	high
eventually, i am trying to eliminate ms operating system on my desktop..	low
even wastewater treatment has proved difficult in yemen.	high
"ever time i run ""startmol"" this is what i see:"	low
every editor has the right to carry out his job as per his understanding unhindered by extraneous pressure, he told toi.	high
everything depends on what you are looking for...	low
everything used to work fine until i plugged the monitor into a windows machine (which i couldnt make work).	low
everything works except for wireless.	low
every time i try to connect in the network section of my treo, i get the 0x0305 error.	low
"everywhere shoppers turn in the raynham store, they are reminded of value with big new signs emblazoned with ""unbeatable prices."""	high
exemptions for political leaders and a delayed start date of 2011 were among the many compromises forged during the most heated political fight of the year in springfield.	high
exiled tibetan spiritual leader the dalai lama has criticized chinese leaders for misleading the world about the situation in tibet.	high
experts claim his collection has more cars with a price in excess of $1 million than any other, and that if the entire inventory was put up for auction it would depress the market by at least 40 percent.	high
"""exports are still on the decline, but korea will see an increase in coming months,"" said lee sang jae, an economist at hyundai securities co. in seoul."	high
exports to china, the biggest buyer of south korean goods, gained 3.4 percent in the first 20 days of october.	high
exports to the u.s. slid 37.4 percent, the ministry said.	high
exports, which make up more than half of the economy, may start to rebound in november, the government said last month.	high
"""external demand will provide an additional source of support for growth in the months ahead,"" he said, adding that the government may ""start tightening policy from early 2010."""	high
extra!	low
"extra security had been brought in for the sold-out game pitting longtime rivals wilson and poly, said eftychiou, adding that police told school officials they had no indications the shootings stemmed from the schools' ""healthy rivalry."""	high
facebook announces roadmap for developers	high
family friend robyn butterworth said middleton, who was thought to hold the world record for the longest time spent in an iron lung, was an inspirational woman.	high
fandi and alfan, brothers with one name each, live in a remote village in the heart of the sumatran jungle, at once a protected and dangerous place to be a child.	high
fao schwartz is right at the bottom of central park on the east courner if i remember correctly 58th and 5th.	low
far from being solely an artist, as he so often portrayed himself, jackson was actually one of the shrewdest businessmen in the music business.	high
farmers depended mostly on rainwater collection and shallow wells.	high
federal funds granted for bge's smart grid: baltimore gas & electric co. expects customer costs for its smart grid projects to decrease after winning a $200 million grant from the federal government tuesday, the company said.	high
federal health officials said 33 people had died of the flu across the country, although there was conflicting information about which type of the virus was to blame.	high
federal reserve policy makers, meeting this week, will probably debate whether the lack of jobs merits maintaining interest rates low for a long time, or if excess stimulus risks kindling inflation.	high
"fed policy makers, led by chairman ben s. bernanke, meet nov. 3-4 in washington and may repeat their pledge to keep interest rates low for an ""extended period."""	high
feel like spending a little time on the bleeding edge?	low
few could feel the urgency as much as 14-year-old rhonnie schwartz, a richmond high freshman.	high
few were aware of the bickering that has marked the race in recent days, particularly accusations traded between locke and brown supporters over how they have courted african-american voters.	high
figures from the 2007 national drug strategy household survey showed that cocaine use doubled between 2004 and 2007 and the new cmc figures look set to reveal further rises.	high
figures released last week show that children under the age of 15 account for a fifth of all swine flu hospital admissions.	high
finally i reenabled those offical repositories.	low
financial markets are pricing in a steady increase in the cash rate, currently 3.25 per cent, to around 4.50 per cent by next june, and onwards to between 5 and 5.5 per cent by december, 2010.	high
find any more in the white house list?	low
"fiona fox, director of the science media centre, called for independent scientific advisers ""to be allowed to communicate their evidence and findings to the media and the public as far away from the political process as humanly possible."""	high
first-home buyers, lured by government stimulus but caught by rising rates, pay freezes and reduced working hours, are predicted to account for nearly half the default increase.	high
"""first-home buyers will be particularly hard hit because so many were caught up in the hype of the stimulus and talk of a rapidly rising market and didn't give enough thought to how they would cope with rising rates,"" he says."	high
first, the most popular stories venturebeat published in the last seven days:	low
first time in my life ever using linux so.	low
first time using mac & mythtv, 2nd time using ubuntu	low
fishing should be avoided anywhere there is a visible sheen.	high
fitzgerald said the united states imposed the travel curbs, and is considering the financial sanctions, to show that impunity in unacceptable in guinea and elsewhere.	high
"fitzgerald was sent to the guinean capital days after what he described as the ""massacre"" of opposition demonstrators to express u.s. outrage over the killings and reported sexual assaults by troops, and to demand that captain camara adhere to a pledge made early this year to step down in favor of an elected government."	high
five different burial methods were used on the victims, and the bodies were in varying states of decomposition, miller said, making it difficult to determine the ages of the victims.	high
five female victims were found inside the home, and another female body was discovered outside the home, said cuyahoga county coroner frank miller iii.	high
five super stacks make up the rocket's upper stage that is integrated with the four-segment solid rocket booster first stage.	high
flanking it were bushes shaped like corkscrews, flowers and straw baskets, which he said took him four or five months to create using wire frames to form the shapes.	high
flights at manila's international airport were canceled and about 8,000 ferry passengers were stranded as the coast guard grounded all vessels.	high
fn-f5 turns on the bluetooth but not wifi.	low
followed your instructions and bam...gott'er done!	low
"following in the spirit of the ""tea party"" protests in april and the glenn beck-inspired 9/12 rally, bachmann announced, ""we're going to have a 'house call' and a big party out on the national mall [next week], and we're going to tell congress what they can do with their health care bill."""	high
foot stomping, personal and often - ironically enough - sexualized attacks, and more whining.	low
for 3 weeks we are searching the way for making it works, and reformated the disk 4 times...	low
for a great example of how change is happening see what britney did today at @britneyspears.	low
for all of this, bulkeley was promoted to lieutenant commander and received the medal of honor.	high
for all the criticism apple draws on the walled garden nature of its business, it has even come around to stripping drm and allowing users to download mp3 files.	high
"""for a lot of people in politics, if they aren't in public office they don't think they're anything,"" burton said."	high
ford also says it will manufacture a new vehicle at oakville, which currently builds the edge, flex, mkx, and mkt crossovers, but that will likely come after the current labor agreement expires.	high
ford fell 30 cents, or 4.1 percent, to $7 on oct. 30 in new york stock exchange composite trading.	high
ford may punish the uaw by making promised products in canada or mexico instead of the u.s., said david cole, chairman of the center for automotive research in ann arbor, michigan.	high
ford motor co. hourly employees have rejected contract concessions the automaker said it needed to remain competitive with its u.s. rivals, said two people familiar with the outcome of the voting.	high
ford motor company and the leadership of the canadian auto workers union have reached a tentative agreement after a marathon four-day wrap-up to negotiations.	high
ford's given its word that the company will build as many vehicles in canada as it sells there, and the union deemed the pledge good enough to grant gm- and chrysler-style concessions to ford.	high
ford, the only major u.s. automaker to avoid bankruptcy this year, sought concessions similar to those secured by general motors co. and chrysler group llc.	high
for example, he said tax justice groups criticize the state for not obtaining companies' beneficial ownership information when they incorporate in the state.	high
for example, he wonders whether the officials who submitted the winning bid to host the 2008 games had been sincere in their representations during the bidding process that china would improve its human rights situation.	high
for example i have in first track: mode1/2048, but it expects other block sizes, e.g. mode1/2352.	low
"for example, senator lamar alexander, r-tenn., a long-time nuclear supporter, decried ""energy sprawl"" in a wall street journal editorial last month."	high
for falah mohammed, standing beneath a massive topiary arch by his driveway, the improved security in baghdad has brought its own problem: he cannot find a gardener with enough time to take care of his trees.	high
for it i am looking for a good diary program to replace my old diary software..	low
"for its part, the coast guard and coordinating agencies said they responded with ""surgical"" precision, limiting the oil impact to about 6 miles of shoreline."	high
for mazen hammad, who works for the ministry of health, his garden was a refuge from the violence.	high
for me it bug takes place on 4th computers!!!	low
former leading east german dissident baerbel bohley said germany cannot afford to halt the project.	high
for similar offers on the remainder of apple's mac product line, please see our full-fledged mac price guide.	high
for some reason restart[ing] the connection didn't work.	low
"""for that reason transparency is very essential. that is lacking in all these authoritarian governments. particularly in the people's republic of china."""	high
for the first time, the bank will announce its latest decision on rates on melbourne cup day at 2.30pm - half an hour before the race on which australians bet more than $100 million each year, the sunday telegraph reports.	high
for the guy who was wondering about scripts, open nautilus and click file > scripts > open scripts folder...	low
for the life of me, i can't remember now how i figured out that it was at s0, but i did	low
for the north atlantic basin this season, the ace index is 45 percent of its normal level, the weakest season since 1997.	high
for the ship's crew, the voyage and commissioning of the u.s.s. new york is the culmination of many months of work, the point of transformation into an operational warship.	high
for the version ubuntu uses, it should be something like:  btlaunchmanycurses <directory> --tracker_proxy 127.0.0.1:8118	low
for the viewer, conrad is the identifiable core, a filter through which to experience all the chaos that goes on around her.	high
for watchdogs of the bay's ecosystem and wildlife, the incident brought back memories of the disastrous 2007 cosco busan incident, which dumped nearly 60,000 gallons of bunker fuel, killing thousands of birds and fouling sensitive shorelines.	high
for what i know, most of them use the same name.	low
for whoopi goldberg, it came when barbara walters was describing the nearly year-long streak of o'reilly's book sitting on the new york times bestseller list.	high
for www pick /usr/bin/firefox	low
for years, the central government regarded them as mostly a nuisance.	high
founded in 1966, the american society of nephrology (asn) is the world's largest professional society devoted to the study of kidney disease.	high
found it...	low
four others were missing in floodwaters in other towns, regional police chief perfecto palad said.	high
four other uighurs were moved to bermuda in june.	high
free.	low
freeman, 33, did intelligence work for the air force and later helped u.s. rep. john culberson on veterans issues.	high
friends and family gathered today at woodrow wilson high school in long beach to mourn the death of a 16-year-old honors student and track athlete who was gunned down as she and her friends were leaving a football game the night before.	high
from the first moments he arrived in washington on the day after his sept. 24 appointment, kirk has remained deferential to his former boss.	high
from what i can understand, it cannot find the mac 0s startup disk.	low
from where?	low
fueled by street-macho bravado and inspired by sexual initiations required to get into some local gangs, they began the attack, investigators say.	high
further complicating the picture, the current massachusetts waiver expires in 2011, two years before much of the new federal law would take effect, so it would have to be renegotiated during an awkward interim period.	high
further, kaffeine sometimes plays sound, sometimes not.	low
gardens remain one of the few flourishes of public ornament on baghdad's otherwise brown streets, defiant displays of foliage amid concrete blast walls and security checkpoints.	high
"geithner told nbc's ""meet the press"" that bringing back jobs and the confidence of investors will be the real test of recovery."	high
general administration spokesman steve valandra said that by allowing the displays outside, the state is simply trying to accommodate free speech while maintaining some decorum.	high
general jones's office declined to say whether ashcroft was present at hague's meeting.	high
"generally speaking, all of the congressional proposals follow the broad outlines of the massachusetts system - people who don't get insurance through work could turn to an ""exchange,"" modeled on the massachusetts connector, to buy coverage; depending on income, they could qualify for government-subsidized insurance."	high
"george osborne, the shadow chancellor, laid out a detailed ""austerity package"" at the conservative conference last month with £23 billion of cuts to whitehall spending, quangos and public sector pay."	high
"george ranney, co-chairman for the reform coalition change illinois!, told lawmakers his group agreed to support the new proposal as a ""building block"" for future changes."	high
get it here www.dbpoweramp.com/	low
get them all day every day by clicking here for twitter alerts of each ticket item.	low
gidday, i am a first time linux user ....	low
gingrich pointed out that scozzafava has been endorsed by the national rifle association, and opposes democratic legislation on health care reform and climate change.	high
give it a shot.	low
give the official version a try:	low
giving my fans something new to talk about every two weeks meant exactly that: they talk about me every two weeks.	low
god know how many plastic water bottles i've gone through, not to mention the thousands of plastic action figures that my three sons have nurtured ...	low
go here to see the object and enter your six words: http://www.smithmag.net/sixwordbook/2009/10/29/a-six-word-story-about-a-significant-object/	low
good for dede.	low
good luck!	low
good luck!!	low
good luck.	low
good luck and safe travels :)	low
good men in the gop are now going to be challenged in primaries because of the ill-will the nrcc has generated in new york's 23rd congressional district.	high
good point, holli.	low
google announced that it was working on this social search feature at the web 2.0 summit last week.	high
google ceo eric schmidt envisions a radically changed internet five years from now: dominated by chinese-language and social media content, delivered over super-fast bandwidth in real time.	high
google has also partnered with the major music labels: emi, sony music, universal music group and warner music.	high
google insists android 3rd-party only	low
google tonight moved to quashed rumors that it would make its own smartphone.	high
gordon brown is planning a final public spending spree to help pull the economy out of recession and put pressure on the conservatives over their plans for deep cuts.	high
gordon brown is secretly backing david miliband to be the european union's foreign affairs chief - clearing the way for one of his protégés to be labour's next leader.	high
go read the whole thing:	low
go to the open with tab and choose which program you want to open it with.	low
go to www.1000islands.com for more info.	low
got to start testing...	low
government advisers are preparing for the mass vaccination of schoolchildren to stop the spread of swine flu.	high
grabbed a pit of history for them to remember for the rest of their lives.	low
grant was appointed to the seat early this year after the death of her father, bill grant, a longtime legislator and a key member of the house democrats' leadership team.	high
grateful for any thoughts on destinations, good hotels, must see....	low
greasemonkey is unable to install any scripts.	low
growth in asia including japan, australia and new zealand will probably accelerate to 5.8 percent next year from 2.8 percent this year, it said.	high
guess the bad economy even hit hoobastank.	low
guided tours (last tour at 4:30).	low
guys,  this is my first post on the forum that i love so much.	low
hague made him party treasurer and secured him a life peerage in 2000.	high
hague's visit to washington last month was described in one tory-supporting newspaper as the most comprehensive us visit by a shadow foreign secretary since labour came to power in 1997.	high
hamas' control over gaza is another main stumbling block to peace efforts.	high
"hamas spokesman sami abu zuhri said the u.s. could not effectively engage in peacemaking while ignoring hamas, and said clinton's visit was ""destined to fail."""	high
happy birthday!!!	low
happy camping.	low
happy halloween.	low
happy new year.	low
happy surfing!	low
has anyone else been told that they were a positive person and that they would be a good cast member in the program?	low
has anyone else heard of or experienced a similar problem?	low
hastings noted chaudhry's disability from his military service as well as his service as a volunteer firefighter in yakima and volunteer work with the red cross youth program.	high
have a great time!	low
have a great weekend, and make sure you drive carefully!	low
have fun!	low
have not been to shelter island so don't know.	low
having invested considerable capital in seeking a solution for palestinians and israelis as part of a broader thrust to help stabilize the oil-rich middle east, obama faces an early setback in his presidency if the two sides refuse even to talk.	high
"he added: ""one has to ask the question: who would wish to chair the council at this point, given the quite blatant political interference it has to deal with?"""	high
he added that the states of the bodies made it hard to tell how long they had lain in the makeshift graves.	high
he adds that google isn't particularly experienced at hardware design and that its influence on the t-mobile g1's hardware design is more a negative than a positive.	high
heading the campaign against him is the high profile mahant gyandas, head of all india akhada parishad and the president of ram janmabhoomi nyas, nritya gopal das.	high
head over here instead: gives you fan-control with a gtk-gui: http://www.gambitchess.org/mediawiki...ad_fan_control	low
head to the back of the wal-mart supercenter in raynham and you may be in for a surprise.	low
he alerted u.s. immigration authorities after learning otherwise years later.	high
he also alleged that documents were withheld from the board of inquiry and the inquest to cover up the way in which airworthiness regulations were ignored.	high
he also has been working on a variety of constituent issues that had accumulated since before kennedy's death on aug. 25.	high
he also played a significant role in developing the country's first artificial earth satellite.	high
he also said illinois must be aggressive in promoting its businesses and products in emerging markets such as africa.	high
he amassed a collection that numbers more than 800 vehicles, from the overtly silly batmobile to a rolls-royce silver shadow once owned by a maharaja.	high
he arrived in the u.s. on a tourist visa in 1998 and planned a life in the u.s. military when he joined in march 2001.	high
hear that?	low
heartwarming!	low
hebert sometimes wakes up in the early morning hours and gets busy.	low
hebert was getting her hair cut on christmas eve when she learned beautician emma moreno was from mexico, as was hebert's ex-husband, who was from monterrey.	high
he bought and bought and never stopped.	low
he called his biggest grab luck.	low
"he characterized the process as ""stuck"" because of what he said was netanyahu's lack of desire to restart negotiations."	high
he continued in that role under the karzai government that was formed after the fall of the taliban, leaving the government in 2006.	high
he decided to run the five kilometers for five fellow marines whose lives either had intersected with his, or whose sacrifice he learned about later.	high
he declined to say whether the recession is over, saying economists will figure that out years from now.	high
he didn't even bother getting out of bed, he just reared up and whammo!	low
"""he didn't pay what we thought the market value was worth on a particular car. if he wanted it, he bought it."""	low
he does not regard building in occupied east jerusalem, annexed in defiance of international complaint, as settlement.	high
he doesn't say.	low
heeding those words, the 36-year-old pakistani immigrant living in yakima joined the army national guard and was sent to active duty at fort lewis and fort irwin in southern california.	high
he first began to wield influence over the tories between 1998 and 2001 when he donated several million pounds to the party.	high
he gave his first floor speech last week, outlining his support for a government-run plan to compete with private insurance companies under the health care overhaul.	high
"""he got into a groove, he operated well,"" baldwin said of nichols."	low
he had already hired people to compile archival research on cars and to take oral histories from important automotive figures.	high
he had been quiet in the first half, taking just five shots and missing four, but for the second straight game, he came up huge after the break.	high
he had been working for the comprehensive nuclear-test-ban treaty organisation (ctbto) at the un building.	high
"he had hoped the revival would be a ""victory lap"" for the 82-year-old mr. simon, whose last major hit on broadway was ""lost in yonkers"" in the early 1990s."	high
he had met the families of two of the marines while serving in an official family-support role for echo company 4th reconnaissance battalion in joliet.	high
he has authored 80 books mainly commentaries on religious texts - eighth among the lot on upnishads.	high
he has led peasants and squatters in claims for vast chunks of countryside, disputes that have on occasion turned violent.	high
he has merely edited, not altered 'ramcharitmanas' published by geata press, gorakhpur, on the basis of much older editions printed by venkatesh press in 1900 or khemraj prakashan 1800, manas piyush siddhant tilak to name a few among the assorted 50 different editions he had consulted.	high
he has the support of neighbors, military veterans, his church, members of congress and even a former immigration adjudicator, totaling 28 letters requesting immigration authorities to allow him to stay in the country.	high
he has yet to announce whether will decide to run for a sixth term in the next presidential election in 2011.	high
he is a board member of the independence heights redevelopment council and a founding member of change corps, a service organization.	high
he is chairman of the sharpstown tax increment reinvestment zone and redevelopment authority.	high
he is declining campaign donations and focusing on a simple platform of lower taxes, smaller government and no red-light cameras.	high
"""he is the first prime minister... that has ever in the history of the misuse of drugs act gone against the advice of its scientific panel,"" he said."	high
he just faithfully serves as a mindless stenographer for hidden people whose credibility you're told to accept even as they do nothing but spout manipulative, vapid idiocies about churchillian resolve designed to promote endless war.	high
he knows that has its place.	low
hellò.	low
hello.	low
hello all:  i have the same exact drive.	low
hello, echofon.	low
hello ed.	low
hello fellow ottawan,    as a regular to lp, first question, what part of the city do you live in?	low
hello, i am dual-booting xp and feisty, and have a partition for feisty (ext2) a partition for xp (ntfs) and a common work partition for both os's(ntfs).	low
hello, i am looking for some help re travel insurance for someone who is on regular and ongoing medication to control high blood pressure.	low
hello i am new to ubuntu too i love it but i have a similar problem	low
he loved to do that for shock effect, he had men in there and he had women in there, hangers-on trying to get a job or something, he had a big plate of food, eating with his fingers like a roman emperor.	low
help.	low
help	low
help doug hoffman for congress now.	low
helped me too.	low
help please!	low
"""he made more impact in six years than anybody had ever made in such a short time in the collector car business. and possibly more impact than anyone who collected over 20 years."""	high
he made sneak assaults against transports, cruisers, destroyers, airplanes, landing parties - anything to frustrate the pace of the overwhelming japanese invasion.	high
he mentioned typhoon morakot, which lashed taiwan with 80 inches of rainfall in august, and typhoon ketsana, which in september brought some of the worst rains ever recorded to manila in the philippines.	high
hence i need a visa.	low
he never arrived.	low
he picked up that big plate of food and threw it at me, and i just ran out the door!	low
he predicted the museum would be completed by 2010, and he acknowledged he was far from finished buying more cars.	high
"(her best and most frequent advice: ""load up on crackers and junk food. crackers for when you're sea sick and junk food for when you get the munchies at night and the mess deck is closed."")"	low
her cousin is cody ray smith of san pablo, who at 15 is the youngest of the four defendants charged in the gang rape so far.	high
here are is content of my script.	low
he recalled that giannopoulos was handpicked to take courses on military tactics that he passed on to his men.	high
he received a standing ovation at his first caucus luncheon, has renewed old friendships among republicans, and drawn support from senior democrats, including senators dick durbin of illinois and christopher dodd of connecticut, during his first floor speech last week.	high
here is a map link of manhattan.	low
here is an info page that might help you plan your trip.	low
here is the good one :	low
here is the output:	low
here is the tail-end of the pppd call tmobile.	low
here is the ( temporary )script to unmount and spindown the ahrddrive without being root ( require pmount , zenity and sdparm , sudo aptitude install pmount zenity sdparm )	low
here is the website for fish creek www.fishcreekpond.com	low
here on the vast kampar peninsula, a land carpeted with dense forests and veined by unpredictable rivers, many isolated communities without their own schools or road access must send children such as fandi and alfan out onto the busy river highway.	high
here's a post for a relatively slow friday afternoon: two ads for bing that vaguely tie in with halloween.	low
"here's how i do it:  > open mime.types: sudo gedit /etc/mime.types > search for file extension: <ctrl+f> ""file type"" > copy mimetype > create a backup of defaults.list: sudo cp /usr/share/applications/defaults.list /usr/share/applications/defaults.list.backup > open defaults.list: sudo gedit /usr/share/applications/defaults.list > search for mimetype: <ctrl+f> <ctrl+v> (mimetype should still be on your clipboard) > list available applications: ls /usr/share/applications/*.desktop > change default application or mimetype in the form [mime-type]=[new-app].desktop > save mime.types > restart nautilus: killall nautilus"	low
here's how it works:	low
here's my output:	low
here's our rundown of the week's tech and business news.	low
here's the output from my attempt to burn an .iso cd:	low
here's what sly had to say:	low
here's what voters thought they knew:	low
"""her face was purple and blue and she wasn't moving when they finished and ran,"" said eraclio lopez, 23, who lives nearby and ran over when the police cars rolled up."	high
her house arrest was extended by an additional 18 months in august for allowing an uninvited american man to stay at her home without official permission.	high
he's a 19 year-old father, though: so what, exactly, is?	low
he said beijing was fooling the world into thinking the situation between the tibetan people and the chinese had improved.	high
he said he had not approached members of the council - who include police officers and social services professionals as well as medical experts - but about a third had already contacted him.	high
he said: 'independent advisers should be free to give advice but they should not express it in such a highly public way on an issue of such sensitivity.	high
he said it if captain camara stood for election in january, it would be difficult to see how such a vote could be credible or bring normalization of ties between guinea, its neighbors, and the international community.	high
"he said smith's decision to reclassify cannabis meant she had fallen victim to a ""skunk scare"", and in another dig at the government claimed that advocates of downgrading ecstasy from class a to class b had ""won the intellectual argument""."	high
he said that two years before two sea kings collided off iraq in 2003, killing six royal navy officers and one american serviceman, he issued warnings about the risks.	high
he said the draft amendment to the electoral law would be submitted to a bimonthly session in december and a npc plenary session in march next year for a second and third reading.	high
he sneaked back into the country sept. 21 and took refuge in the brazilian embassy in tegucigalpa, where he has remained, the compound surrounded by honduran troops.	high
"""he's not coming back,"" she recalled telling her mother."	high
he started with two former treasury officials, press secretary mike ellam and chief of staff tom scholar.	high
he then hinted the team that they should take into account the high-frequency vibration when the engine was running.	high
he then made his way to mexico city and boarded a plane to london, england.	high
he then passed it on without quoting -- or even identifying -- a single one of these experts.	high
he then worked on nuclear test-ban projects before joining the un in 1998, said the ctbto.	high
"he told a television interviewer friday that ""it is not a certainty"" that zelaya will be reinstated."	high
"""he walks around and picks up scrap metal and takes it to junkyards to make a few pennies."""	low
"""he was a 'people's scientist' with firm political belief and pure moralities,"" researcher yu jingyuan said."	high
he was entertaining, personable and pleasant.	high
he was honorably discharged in may 2006.	high
he was right.	low
he was sacked as sports minister at the end of 2004 in the midst of an audit into his financial dealings -- perhaps one reason for a streak of animus that runs through the book -- and replaced by a communist party apparatchik with no sporting experience.	high
"""he went off on her, started hitting her, and then it was on. they pulled a train (a gang initiation-style rape, one after the other) on her."""	low
"he will supply a $1 billion loan for ""supplemental liquidity"" that can be used as bankruptcy financing, the new york-based company said."	high
hey folks,  i applied chili555's suggestion and it works like a charm.	low
hey guys, perhaps this is a very silly question, but...	low
hey louise,    many congratulations to you - i have sent you forum mail.	low
hey there.	low
hey this post have helped me quite a bit.	low
hi!	low
hi.	low
hi...	low
hi all,  i have a question on bittorrent and tor.	low
hi all, i have a trouble with gnome panel.	low
hi all,  i just installed hoarty in my tibook 667 mhz.	low
hi all,    looking to treat my husband to a helicopter trip round new york for his 30th this october.	low
hi all,      me and my boyfriend will be visiting new york in october!	low
hi all,    will be heading out to montauk for my birthday next weekend.	low
hi, and welcome to the forums.	low
hi element!	low
hi everyone,  i've installed ubuntu breezybadger and upgraded up to ubuntu 6.06 lts a couple of days ago, on my machine with 4 intel xeon cpus (2.66ghz); just yesterday i've upgraded the kernel (which was originally -386) to 2.6.15-26-686 in order to exploit the multiprocessor architecture  everything was working very well; so well that i finally launched the execution of four numerical simulations (scientific work)      a couple of hours ago i was working on the machine (while the four jobs were running smoothly since 20 hours) when it suddenly froze up completely     screen frozen, keyboard frozen, mouse pointer frozen, alternate screens inaccessible, network interface frozen (no ping from remote): death of the system  i've never seen such a horrible freeze in many years of heavy work with linux&c	low
hi, first thanks for what you've done researching gc89.	low
highly recommended!	low
high school teacher irv pass, who voted near reliant park, said he appreciated parker's honesty at debates and in news stories.	high
hi guys,  i understand that clem-vangelis got the solution to this problem (i am also using wd250 gb), however, he mention that we need to use /dev/sda1 or something to show where the external usb hard disk is, and i think that my current pc setting is not like that.	low
hi, i am new to ubuntu, i honestly love it, i looking forward for the switch to linux, my only issue so far is with my thinkpad t40 2373 - 237375u with the wireless driver, it doesn't recognize my wireless, if some one could tell me where can i find a driver for it, or work a way around.	low
hi    i am planing a visit to 1000 islands in the beginning of may,  and i plan to stay for a night in the aread before i i continue my trip headed to new york city.	low
hi,  i have a thinkpad t41 and i'd like to get my wireless working too.	low
hi,  i have the same problem, werefore i searched this forum a while ago.	low
hi, my system is ubuntu feisty.	low
his boats were little more than plywood matchboxes, but bulkeley had kept them active long after the rest of america's navy and air force had been destroyed or driven off.	high
his body was discovered last tuesday at about 8pm.	high
"his campaign manager satar murad said the candidate might still change his mind, but that ""as of now"" he planned to call for a boycott."	high
his comments come after the demand for $7m (£4.2m) for the safe return of paul and rachel chandler, the british couple taken hostage nine days ago as they travelled from the seychelles to tanzania.	high
