sentence1	sentence2	label
that sandy alderson, the team's general manager, felt obliged to dampen it	"people change, teams change,"" he cautioned"	Cause
on sunday, the governing christian democratic union suffered a series of setbacks in municipal elections in baden-wuerttemberg	investors are worried that the cdu won't be able to hold office in federal elections at the end of 1990	Cause
amstrad, a british computer hardware and communications equipment maker, eased 4 to 47	it announced a 52% plunge in pretax profit for the latest year	Asynchronous
at kidder, peabody & co. 's sacramento branch, manager janet white received calls yesterday morning from workers in san francisco who offered to work in sacramento	then she discovered that quotron systems inc. 's sacramento lines were down, because they are normally tied in through a system that goes through san francisco	Contrast
but hardly the only ones	the scams promise -- among other things -- to help save the environment, feed starving families and prevent the disappearance of children	Cause
showbiz pizza time gained 1 1/2 to 13	the company reported third-quarter operating profit of 37 cents a share, compared with 12 cents a share a year earlier	Cause
civil suits against planners by clients seeking recovery of funds are increasingly common	two such actions could be particularly embarrassing to the industry	Restatement
it can be hard for a salesperson to fight off feelings of discouragement	you have pride in your job	Cause
who is retiring	mr. kilpatrick will remain a director	Concession
president reagan was simply doing what he had always done before his election	he was performing for pay	Restatement
another federal agency not normally associated with disaster relief moved quickly as well	it will waive certain tax penalties for earthquake victims unable to meet return deadlines or make payments because of the quake's devastation	Restatement
one building in palo alto may be damaged beyond repair	others had lesser damage and there were no injuries among workers	Contrast
he believes ibm's decision to invest this sort of effort into a single industry showed that it was getting serious about understanding customers' problems and wasn't just selling technology	he expects ibm to unveil similar strategies for other industries in coming months	Conjunction
that's just what joseph granville expects	we are going to explode lower	Restatement
when he bought the team, only six of the suites had been sold	today, 30 have	Contrast
but for south gardens, the grid was to be a 3-d network of masonry or hedge walls with real plants inside them	"in a letter to the bpca, kelly/varnell called this ""arbitrary and amateurish"	Cause
to suggest that a 10% drop in ozone by the middle of the next century would be negligible is irresponsible and shortsighted	that a mere 2% drop in ozone would increase birth defects and mutations by allowing solar radiation to alter the dna structure	Cause
this is a superior deal to mccaw's	we're surprised	Cause
james river, a maker of pulp, paper and plastic products, already has interests in tissue businesses in france, spain, italy and turkey	it plans to form european ventures with italian and finnish companies	Conjunction
we feel we have the money necessary to handle the immediate, short-term requirements	"that the office of management and budget, the transportation department and other agencies are ""developing longer-term legislation"" that should be ready soon"	Conjunction
copper has been stuck in a trading range of $1.19 to $1.34	that if copper falls below the bottom of this range the next significant support level will be about $1.04	Contrast
consider the experience of satoko kitada, a 30-year-old designer of vehicle interiors who joined nissan in 1982	at that time, tasks were assigned strictly on the basis of seniority	Synchrony
contracting for non-residential buildings rose 10% in september to an annualized $100.8 billion	commercial and industrial construction rose sharply, partly because of three large projects, each expected to cost more than $100 million	Restatement
the computer giant's current mainframe line is starting to show its age	the new 3090s due next week will boost performance by only about 8% to 10%	Contrast
such an embarrassment of riches was inconceivable to the man who discovered the burgess shale, one charles doolittle walcott	the received darwinian wisdom of the day said that animals living so long ago must be simple in design, limited in scope and ancestral to contemporary species	Cause
"i wish i could go work out,"" says a slim activist"	"a labor chief speaks sardonically of having to ""man and woman"" election day phones"	Conjunction
he expects more soon	he expects lotus development corp. to introduce a next version of its popular 1-2-3 spreadsheet program in 1990	Instantiation
limited risk funds	these guarantee protection against stock market declines while still passing along most gains	Restatement
south korea and japan continue to be profitable	moon's tong'il industry conglomerate is now investing heavily in china, where church accountants have high hopes of expanding and attracting converts even in the wake of the bloody massacre in tiananmen square	Conjunction
in a recent general accounting office study, the merc was found to have been the most lax in enforcing exchange rules	it levied the smallest number of suspensions of traders and fines of the four largest commodity exchanges studied over the past five years	Instantiation
to begin shipping in volume until next year	the first model available will be the 210, which is likely to appeal to many technical and scientific buyers interested in the optional super-charger, or vector processor	Restatement
consider a $500 million offering of 9% securities issued last spring and backed by citibank credit-card receivables	the triple-a-rated issue offered a yield of only about 0.5 percentage point above four-year treasury issues	Restatement
there were many indications that the new work hours implemented by major corporations played a big role	the golden gate handled as many cars as normally yesterday, but over four hours rather than the usual two-hour crush	Cause
that productivity in finance and services appears to have risen by an average of at least 1.5% a year between 1948 and 1988	because finance and services contribute 10% to final business product, missing these productivity improvements depresses the overall growth rate by 0.15% a year	Cause
west germany is contributing to imbalances in the world economy because of its success as an exporter	the solution is stronger domestic growth {in germany}	Cause
today, conner controls an estimated 90% of the hard-disk drive market for laptop computers	the company supplies drives to compaq and zenith data systems, the top two u.s. manufacturers of laptops, and to toshiba corp., nec corp. and sharp corp., the leading japanese laptop makers	Restatement
of course, neither president bush nor the congress has actually abandoned the contras or sdi	mr. bush has struck a deal with congressional leaders to provide nonlethal aid to the contras until nicaragua holds national elections next february	Instantiation
the handful of hospital companies that are still publicly traded are benefiting from several trends	most important, hospital admission rates are stabilizing after several years of decline	Instantiation
morever, mr. addison has said southern co. and its units don't condone illegal political contributions	neither mr. addison nor any other southern co. official has been charged with any wrongdoing in connection with the current inquiries	Conjunction
warner communications inc. has filed a $1 billion breach-of-contract suit against sony and the two producers	warner has a five-year exclusive contract with mr. guber and mr. peters that requires them to make movies exclusively at the warner bros. studio	Cause
one hostile bidder who deliberately avoided using junk bonds was paramount communications inc. in its initial offer to acquire time inc. for $10.7 billion, or $175 a share	that decision was based on the financial, not political, drawbacks of junk bonds	Contrast
property reinsurance rates are likely to climb first	"the reinsurance market has been bloodied by disasters"" in the u.s. as well as in great britain and europe"	Cause
traditionally, consumers were concerned about ordering after the first of december because they didn't believe they would get it by christmas	using federal express delivery last year december was our biggest month	Contrast
sales of xerox copiers and other office products grew 1.6%	we expected growth of 6% to 7%	Contrast
that hasn't deterred plenty of companies	along with nissan, grand metropolitan plc's burger king and new york life insurance have tied ads to red cross donations	Instantiation
you have time to put precautionary mechanisms in place	a situation like san francisco is so frightening because there's no warning	Contrast
mci claims about 12% of the overall long-distance telephone market but just under 10% of the $23 billion residential market	it has been trying to improve its share of the residential market	Cause
ford might challenge the proposal by offering a full bid if holders and the u.k. government agreed to drop the anti-takeover barrier early	i think ford is going to come out with full guns blazing	Restatement
"his contract makes him ""exclusive"" spokesman for sears's home improvement marketing campaigns"	ogilvy & mather in chicago, a unit of wpp group plc, will handle the advertising account and syndication	Conjunction
it was a time when interest rates came down very rapidly	yields on five-year cds at major banks were averaging about 7.45%, and 10-year treasury notes were paying less than 8%	Synchrony
"article i, section 7, clause 3 says that whether it's called an ""order, resolution or vote"" or anything else, presidents must have the chance to veto"	"labeling an omnibus budget a ""bill"" can't deprive the president of his power to veto items"	Cause
about 25% of its policyholders in california have also purchased earthquake insurance	about 23% of its personal property policyholders -- about 28% in the san franciso area -- also have earthquake coverage	Contrast
abortion alone can't explain this shift, but new jersey is a model of how so personal an issue can become a baseline of sorts in judging a candidate	by a 2-to-1 ratio, voters appear more at ease with mr. florio's stance on abortion, and polls indicate his lead widens when the candidates are specifically linked to the issue	Restatement
a shift in american values -- at least regarding apples -- toward more emphasis on substance and less on glitz	taste has finally come to the fore	Restatement
now the senate's stripped-down bill omits any proposal to deal with the corporate tax	proponents of simplification fear that the chances of getting it into the final bill are waning	Cause
mr. carpenter denies the speculation	to answer the brokerage question, kidder, in typical fashion, completed a task-force study	Synchrony
the soft-spoken, silver-haired manhattan borough president -- the first black man to win the democratic nomination for mayor here -- doesn't have a single prominent political enemy	while he is widely described as a man with deep convictions, he has few major political programs that he can call his own	Conjunction
fresenius owns about 42% of delmed's fully diluted common stock	the two companies have been discussing a transaction under which fresenius would buy delmed stock for cash to bring its beneficial ownership to between 70% and 80% of delmed's fully diluted common stock	Conjunction
the nikkei index fell 58.97 points to 35526.55	the index gained 99.14 points monday	Contrast
didn't feel a thing, but noticed some strange bird behavior	duck swarms	Restatement
dream on	there are all sorts of ways to give buy and sell instructions to a broker -- and just as many ways to get burned if you don't know what you're doing	Cause
"one of the plan's authors has defended the ""socioeconomic disadvantage"" category as perhaps making more sense than the current affirmative-action preferences based on race"	perhaps it does	Restatement
this is not your father's mainframe	it's a whole new generation	Alternative
meanwhile, government national mortgage association 9% securities for november delivery ended at 97 29/32, unchanged	freddie mac 9% securities were at 97 4/32, down 1/32	Conjunction
the availability of timely assistance -- of a backstop -- can help markets retain their resilience	the fed already buys and sells foreign exchange to prevent disorderly conditions in foreign-exchange markets	Instantiation
the fed has allowed a key short-term interest rate to decline about one-quarter percentage point	the federal funds rate on overnight loans between banks has been hovering around 8 3/4%, down from 9% previously	Conjunction
"the state department is talking again about accepting an ""interim"" coalition government in the cambodian capital of phnom penh"	the coalition would include the current vietnamese-backed hun sen regime, the two non-communist resistance groups led by son sann and prince sihanouk, and the khmer rouge	Restatement
the situation makes it harder to buy and sell shares quickly, exacerbating the rise and fall in stock prices during program-dominated trading	it's making it tough for traders to make money	Restatement
its third-quarter net income fell 27% to $29.6 million, or 72 cents a share, from $40.7 million, or $1 a share, a year earlier	sales dropped 4% to $1.12 billion from $1.17 billion	Conjunction
tax reform is working	under the new tax-reform law, the days of widespread, wholesale corporate tax avoidance have come to an end	Restatement
this does not mean that the federal reserve does not already play an important indirect role in the stock market	in 1987, it pumped billions into the markets through open market operations and the discount window	Instantiation
the treasury's benchmark 30-year bond gained nearly half a point, or about $5 for each $1,000 face amount	the yield on the issue slipped to 7.89%	Conjunction
well, not yet	i'm thinking about using the $871 annual premium to finance a trip to paris first	Alternative
if any nation can use environmentally benign architecture, it is poland	that perhaps a quarter of poland's soil is too contaminated for safe farming because of air pollution	Cause
some drill-bit prices have risen 5% in the past month.in the gulf of mexico, a boat to deliver supplies to offshore rigs now costs around $3,000 a day, up nearly 60% since june.some service boats recently were auctioned for about $1.7 million each, up from less than $1 million two years ago	at the bottom of the slump, schlumberger inc. was discounting 75% on an electronic evaluation of a well; now it discounts about 50%, drillers say	List
unable to get a new law through a congress with a strong leftist bloc, mexico jury-rigged the existing law's regulations	it created special 20-year trusts to allow foreigners 100% ownership in some once-closed industries	Restatement
the company's strategy for keeping its computer products business profitable -- it recently achieved profitability after several quarters of losses -- calls for a narrow focus and a lid on expenses	partly, costs will be held down through strategic technology alliances	Conjunction
but since june, foreign bankers led by international financial institutions have virtually suspended their new loans to china	even if borrowing resumes, commercial bankers aren't expected to lend as much as before	Conjunction
they have been able to pluck the five genes that produced the toxin out of the pertussis bacterium	it turned out that although it took all five genes to produce the toxin, only one was responsible for the toxin's virulence	Restatement
in china, a great number of workers are engaged in pulling out the male organs of rice plants using tweezers, and one-third of rice produced in that country is grown from hybrid seeds	at plant genetic systems, researchers have isolated a pollen-inhibiting gene that can be inserted in a plant to confer male sterility	Contrast
they are all priced at par	there are $12,915,000 of 7% term certificates due 2007, priced to yield 7.15%	Restatement
but 93% of tourists still come for gambling	we can't lose sight of that	Cause
the morgan case thus tells us much more about the current state of sex, class, race and politics in our society than it does about the facts of dr. morgan's particular situation	it may stand as a metaphor for how wide and deep the divisions in that society continue to be however we try to deny their existence	Conjunction
lawyers and their clients who frequently bring business to a country courthouse can expect to appear before the same judge year after year	fear of alienating that judge is pervasive	Cause
"the sony executives hadn't seen the contract because ""it wasn't relevant once guber and peters told them warner would let them terminate it at any time"	statements about the contract made in sec filings were made by attorneys who did have access to the contracts but who weren't part of the negotiations between sony and the duo	Conjunction
another recently offered alex.brown issue, rally's, surged 3 1/8 to 23	the operator of fast-food restaurants climbed 3 1/8 to 23 on 944,000 shares	Restatement
in the past, not only would reputable professionals have rushed to check out such rumors with the company, but companies listed on the major stock exchanges were encouraged by the exchanges to respond openly to such inquiries from securities analysts	today, after mr. freeman's plea, there is an uncertainty that is both unfair and inefficient	Contrast
today may be an anxious day for the market	"several key economic figures are due out and chancellor of the exchequer nigel lawson is scheduled to give the annual ""mansion house"" address to the financial community"	Cause
the censorship is enforced through terrorism and assassination	in the past 10 years about 50 journalists have been silenced forever, murdered	Instantiation
whose fortunes have changed abruptly	mr. icahn, the company's deep-pocketed, tenacious adversary, recently disclosed that he had raised his usx stake to 13.1%, and he again threatened a takeover	Instantiation
this is especially true for spring merchandise	campeau has too much debt	Cause
some have been training for months	others only recently left active status	Contrast
mr. morishita scoffs at those stories, as well as the ones connecting him to the japanese mob	he says he has never even dined with gangsters	Restatement
briefs: asked how he made charitable gifts of $26,350 out of reported two-year income of $46,892, thomas h. mcfall of bryan, texas, told the tax court he had understated his income	the court rejected his incredible claims, denied his deductions, and imposed a negligence penalty	Contrast
bonwit teller and b. altman parent l.j. hooker corp. is operating under chapter 11 of the federal bankruptcy code	b.a.t industries plc's healthy saks fifth avenue and marshall field's chains are on the auction block	Conjunction
higher earnings helped some issues	amgen rose 2 1/4 to 54 3/4 on almost 800,000 shares, and cvb financial jumped 4 to 41 on only 1,000 shares	Cause
in other words, environmentalism has created a whole set of vested interests that fare better when there are many problems than when there are few	"that tends to tilt the public debate toward ""solutions"" even when some of the most knowledgeable scientists are skeptical about the seriousness of the threats and the insistence of urgency"	Cause
but major packaged-goods players of the world -- such as procter & gamble, colgate-palmolive and unilever -- have steadfastly eluded the agency	three of our favorite names	Conjunction
margins will remain under pressure, and when the new mainframe does ship, i'm not sure it will be a big winner	"he was revising his estimate for dec's current year from $8.20 a share to ""well below $8,"" although he hasn't settled on a final number"	Cause
which anti-abortion forces had regarded as a key test of their ability to get state lawmakers to toughen abortion restrictions	the session failed to enact any new curbs	Contrast
hearings on axa's acquisition application have been set for nov. 13 in idaho; nov. 20 in illinois; nov. 24 and dec. 4 in arizona; dec. 11 in washington state; and jan. 8 in oregon	hearings haven't yet been set in texas, ohio and kansas	List
the company has toted up over $40 million in contracts in the past two days	monday, mci announced a $27 million multiyear contract with the investment bank stuart-james.yesterday, it received a $15 million, three-year contract from drexel burnham lambert	Restatement
it borrowed 215 million dutch guilders (us$102 million) from a group of dutch institutional investors	the 8.1% loan is due oct. 16, 1996	List
there's a lot of emotion involved in the name of an accounting firm with a long history and with roots in england	"although accountants aren't noted as ""being deeply emotional, they really hold it all in"	Conjunction
but small business, which generally detests government-mandated benefits, has taken note of the growing number of close votes	it's just a matter of time before the tide turns	Restatement
but such a combination also presents great risks	at a time when most analysts and industry consultants say pulp and paper prices are heading for a dive, adding capacity and debt could squeeze georgia-pacific if the industry declines more than the company expects	Restatement
dentists who invested in dubiously dubbed foreign films or airline pilots who raised racehorses on their days off	mail-order ministers have been squelched	Conjunction
a survey of small businesses there was conducted this spring by interface, a policy research organization	it gave 1,124 businesses a questionnaire and analyzed 353 responses	Restatement
they'd actually left the soviet union with $480, but during a stop in italy ms. volokh dropped $80 on a black velvet suit	not surprisingly, she quickly adapted to the american way	Cause
there are also indications that the number of magazine entrepreneurs, traditionally depended upon to break new ground with potentially risky start-ups, are dwindling	more than ever, independent magazines and small publishing groups are being gobbled up by larger publishing groups, such as american express publishing corp., a unit of american express co., and conde nast publications inc., a unit of advance publications inc., which are consolidating in order to gain leverage with advertisers	Instantiation
"behind them was a huge anc flag and an even bigger sign that said ""anc lives, anc leads"	next to them was the red flag of the outlawed south african communist party, which has long been an anc ally	Conjunction
how many shares will be around in 1995?	there's nothing preventing bellsouth from buying up shares in the meanwhile	Cause
few people in the advertising business have raised as many hackles as alvin a. achenbaum	the general public may not know his name, but he's famous -- make that infamous -- in advertising circles	Restatement
traffic is certainly a concern, as is pollution, water and an adequate labor market	city fathers have managed to push through projects that are crucial for tourist growth, such as the expansion of mccarran international airport to accommodate the 44% of las vegas tourists who fly here	Contrast
meanwhile, painewebber remains among the leaders in efforts to simply persuade investors to keep giving wall street their money	it's more of an important issue to keep control of those assets, rather than push the investor to move into (specific) products such as equities	Cause
the $4 million monetta fund, for instance, was the seventh top performing fund for the week, with a 2.65% return	its return so far this year has been a credible 21.71%	Conjunction
philip morris hopes that by taking its bill of rights theme to the airwaves, in addition to publications, it will reach the broadest possible audience	until now, its corporate ads, mainly promoting its sponsorship of the arts, have appeared almost exclusively in newspapers and magazines	Contrast
ever since the days of alfred thayer mahan (u.s. naval officer and naval historian) and teddy roosevelt the navy has been the service most favored by washington officialdom	mr. lehman overlooks the fact that the navy possesses its own air force (the carrier fleet) and its own army (the marines), which in turn has its own air force	Conjunction
luxurious homes and ranches have been raided by the military authorities, and sophisticated and powerful communications equipment have been seized.more than 300 planes and helicopters have been impounded at airports, and a large number of vehicles and launches has been confiscated.the military has also captured enormous arsenals of powerful and sophisticated weapons, explosives and other war-like materiel	much has been accomplished	Restatement
sales of truck axles, transmissions and other parts fell 7.2% to $295 million	sales of parts for cars and construction vehicles rose	Contrast
he rose to chief of intelligence in panama's socalled g-2 in 1970 after providing populist dictator torrijos the critical support to defeat a coup attempt against him a year earlier	he became gen. torrijos's inseparable shadow, and the holder of all panama's secrets	Asynchronous
but should they spy one, the company will pay a bonus equal to one-third its value	for these workers at the bottom of the mine's pay scale, this is usually enough to overcome the temptation to steal	Cause
friday, qintex entertainment inc., a 43%-owned u.s. affiliate, filed for protection from creditor lawsuits under chapter 11 of the u.s. bankruptcy code	that the move would further shake creditor confidence in qintex australia and force it to sell assets	Cause
silences were lengthy -- nobody moved or gestured	nobody smiled onstage, and nobody in the audience was encouraged to laugh	Conjunction
the magazine is strong	it's simply the right time to do what we are doing	Contrast
just after hurricane hugo battered south carolina, some officials talked of perhaps adding a penny to the state gasoline tax or raising property taxes	"gov. campbell responded, ""they're mentioning rope when there's been a hanging in the family"	Contrast
disabled americans have had their civil rights guaranteed in all federally funded programs since section 504 was passed as a part of the 1973 rehabilitation act	the 1989 act simply extends these guarantees to the private sector	Conjunction
many programs we have now come from the west	"a star attraction on the national network is the u.s.'s ""dynasty"	Instantiation
foreign stock markets also have ended fixed commissions in recent years	"it came in london's ""big bang"" 1986 deregulation; and toronto's ""little bang"" the same year"	Instantiation
the single most important contribution the government could make now to help the poor is to get the specter of drugs out of their neighborhoods	if that takes money, take it away from this discredited federal department	Cause
it is	great	Restatement
student loan defaults remain high at about 12%, and the program has been rocked by allegations of fraud and mismanagement.farmers home administration (fmha) loans have turned into de facto giveaway programs; losses over the next three years are expected to exceed $20 billion	defaults on veterans affairs loan guarantees have quadrupled in the past eight years	List
will he try to gain a seat on or control of the board and force a radical split of usx into separate oil and steel companies	given the weakness of the junk-bond market, can he finance a buy-out	Conjunction
everyone is waiting to see if deals can be done at sensible prices and if money is available	it's hard to know right now if the change is fundamental or cyclical	Contrast
the city has discussed several possible plans for displaying the mural, which portrays various scenes from the great depression	"the mural ""preserves an era in stamford and in our country when this type of work was being done"	Cause
meanwhile, sotheby's guarantee is raising eyebrows in the art world	the consumer has to throw out the idea that the auction house is a disinterested middleman	Cause
exact comparisons with the previous year were unavailable because of a change in the company's fiscal calendar	the tokyo-based company had net of 3.73 billion yen in the previous reporting period, which was the four months ended march 31	Contrast
the 1990 plan also assumes inflation will decline to 1.7% by 1994	most forecasters, including those in the congressional budget office, assume inflation will be in excess of 4% in each of those five years	Concession
that mobil is reducing its u.s. work force because of declining u.s. output	domestic exploration and production operations had a $16 million loss in the third quarter	Restatement
some traders were thought to be waiting for the auto sales report, which will be released today	such sales are watched closely by platinum and palladium traders because both metals are used in automobile catalytic converters	Cause
and the lineup of guber peters pictures for warner wasn't as strong as it is now	"warner itself was in negotiations with mgm over certain movie and other rights, and it was ""in warner's interest to accommodate mgm/ua, guber and peters by permitting them to become mgm executives"	Synchrony
when market tremors start, it is crucial that as much information about transaction prices and the supply-demand curve be made available to all, not just to market makers	because of a lack of information and access, many investors are forced to stand on the sidelines when they are most needed	Contrast
fruit of the loom slipped 1/8 to 12 3/8 on 501,200 shares.dwg corp. jumped 1 1/4 to 15 on 454,100 shares	carnival cruise lines class a dropped 1 to 21 1/8 on 331,400 shares	List
by contrast, european firms will spend $150 million this year on electronic security	already many foreign firms, especially banks, have their own cryptographers	Instantiation
"there is a one-out-of-three shot of getting it this year,"" said sen. david boren of oklahoma, a leading democratic proponent of cutting the capital-gains tax"	"he called the battle ""uphill"	Conjunction
the french company is still determined to acquire connaught	"merieux can transfer new products and technologies to connaught more rapidly than other companies ""not currently producing and marketing vaccines {who} can only promise this for some . . . years in the future"	Conjunction
continental, a texas air corp. unit, recently unveiled a marketing program offering free companion tickets to business-class and first-class passengers on international flights	the continental catch: only immediate family members are allowed, and they must have the same last name as the buyer of the ticket or legal proof they're related	Concession
many japanese companies have taken the warnings by the country's leaders to heart and sought development partnerships rather than landmark properties	mitsubishi estate's decision to buy into rockefeller reflects the degree to which companies are irritated by the pressure to act for the good of japan	Cause
frank carlucci iii was named to this telecommunications company's board	mr. carlucci, 59 years old, served as defense secretary in the reagan administration	Asynchronous
the new company, sin kean boon-sanwa (j.v.) is capitalized at the equivalent of 54 million yen ($381,000)	the japanese concern has a 40% stake, while the local partner has a 60% stake	Conjunction
gm's car sales dropped 24.8% in mid-october to 69,980, while truck sales fell 26% to 37,860	gm also had dismal results in the first 10 days of the month	Conjunction
"this is written to correct a misquotation in your oct. 3 article ""deaths from advanced colon cancer can be reduced by using two drugs"	"in this article, i was alleged to have said, ""any patient with high-risk colon cancer is really getting short shrift if he's not getting this therapy."" i didn't say this, and i'm totally opposed to the philosophy expressed by the quote"	Restatement
you might be interested to know that baseball, not survival, appeared to be the first thought of most of the crowd of 60,000-odd that had gathered at candlestick at 5:04 p.m. tuesday, a half-hour before game time, when the quake struck	as soon as the tremor passed, many people spontaneously arose and cheered, as though it had been a novel kind of pre-game show	Conjunction
no longer innocent, they qualified as fools	the stadium was ordered evacuated soon afterward	Asynchronous
whether even that low target is at risk	the break-even point for next year is much lower, but is it low enough	Restatement
profit at sears's allstate insurance unit fell 38% to $126.1 million because of hurricane hugo	claims from the storm, as expected, reduced its third-quarter net by $80 million, or 23 cents a share	Conjunction
one especially coveted specialized market the new players are targeting is mountain-bike accessories	accessories not only sell faster than whole bikes, they also offer profit margins nearly double the 25% to 30% or so on sales of complete cycles	Cause
it expects to make the cuts through a combination of furloughs, attrition and retirements	the reductions should be complete by the end of the year	Conjunction
in japan, government bond prices fell	the no. 111 4.6% bond due 1998 ended on brokers' screens at 95.22, down 0.17 point, to yield 5.41%	Restatement
within the past two months a bomb exploded in the offices of the el espectador in bogota, destroying a major part of its installations and equipment.and only last week the newspaper vanguardia liberal in the city of bucaramanga was bombed, and its installations destroyed.journalists and their families are constantly threatened as are the newspaper distribution outlets	distribution centers are bombed, and advertisers are intimidated	List
this year's junk bond defaults already show a high correlation with his own findings	his study showed that junk bonds over time had a cumulative default rate of 34%	Restatement
cautious investors should generally go with stocks that have low betas	go with high-beta stocks to get the biggest payoff from a bet on a bull market	Contrast
during the summer, legal services corp., a florida legal aid group, filed a petition with the fed on behalf of residents in four florida counties	"the petition challenged first union's lending record in the state, saying that the bank-holding company had ""shut itself off from contact with the low-income community and is redlining almost every black neighborhood that it serves in the state"	Restatement
if you look back a half-year or so the evidence was pretty good of affirmative strength in the capital-goods sector	now at least there are question marks about that, and without any question the pace of growth has slowed	Contrast
several members of new york's sitting city council represent heterogeneous districts that bring together sizable black, hispanic, and non-hispanic white populations	to win their seats on the council, these political leaders have had to listen to all the voices in their district and devise public policies that would benefit all	Cause
that sounds like a formula for ensuring that he gets dragged into the next hud tar pit	a group of 27 senators has written mr. kemp urging him to reject cranston-mitchell and focus on programs that empower the poor rather than create vast new government obligations	Conjunction
employees wore identification badges listing not only their names but also their dates of hire	no one could voice an opinion until everybody with more seniority had spoken first, so younger employees seldom spoke up at all	Conjunction
pfizer posted its largest gains in healthcare sales, up 3%, and consumer products, up 23%	sales by the specialty chemicals and materials science segments were flat, and sales by the agriculture segment declined 5%	Conjunction
it isn't every day that we hear a violetta who can sing the first act's high-flying music with all the little notes perfectly pitched and neatly stitched together	never once did she gasp for air or mop her brow	Conjunction
i just don't understand it	my relationships with the british are totally different	Contrast
some things can't be repaired	the asian art museum in golden gate park reports $10 million to $15 million in damage, including shattered porcelains and stone figures	Instantiation
amgen advanced 1 1/2 to 56; chiron jumped 2 to 29 3/4	cetus gained 1 to 16 7/8 and biogen rose 5/8 to 14 5/8	List
at polaroid, the personnel policy planning committee may hear only about 20 cases a year; the rest of the many hundreds of complaints are resolved at earlier stages.at twa, the system board of adjustment hears 50 to 75 cases a year, only a fraction of the complaints brought to personnel specialists	at citicorp, the problem review board may hear only 12 or so cases because of personnel's skill in complaint-resolution	List
immediately return the government surpluses to the economy through incentive-maximizing tax cuts, and find some monetary policy target that balances both supply and demand for money	this was the version of supply-side economics that, in the late 1970s and early '80s, worked in america and world-wide to solve a far more serious stagflation than afflicts britain today	Cause
but the higher mortgage ceiling is only the starter kit for what senator alan cranston and majority leader george mitchell have in mind for housing	the senate banking committee will begin hearings next week on their proposal to expand existing federal housing programs	Instantiation
he also noted that a strong sterling market yesterday might have helped cocoa in new york as arbitragers took advantage of the currency move	sandra kaul, research analyst at shearson lehman hutton, said the market pushed higher mainly in anticipation of a late harvest in the ivory coast, a major cocoa producer	Contrast
vice president quayle and budget director darman said recently they've joined the search	on tuesday, the subject came up again when marlin fitzwater explained the constitutional argument based on the provisions above to the white house press corps	Conjunction
for just as the arabs were in the 1960s, the farmers of sidhpur are on the brink of global power and fame	the arabs had merely oil	Contrast
cbs news is also re-enacting the 1979 three mile island nuclear accident in middletown, pa., with something less than a cast of thousands	it is combing the town of 10,000 for about 200 extras	Alternative
"they make the perfect ""good cop, bad cop"" team"	peter is the bright, sympathetic guy when you're doing a deal if there's a problem, peter disappears, and all of a sudden jon shows up	Restatement
and so our institutions of higher learning lurch from scandal to scandal on gridiron and basketball court, while the casualties mount	three new books make the point that one large price of the glittery college-sports show can be the integrity of the schools that stage it	Conjunction
"in practice, it ends up being equated with a ""self-expression"" that encourages the youngsters' ""self-esteem"	the result is a generation of young people whose ignorance and intellectual incompetence is matched only by their good opinion of themselves	Cause
from the perspective of east germany's old guard, reforms that smack of capitalism and western-style democracy could eliminate their country's reason for being	east germany is a creature of the cold war	Cause
elected as directors were mr. hollander, frederick ezekiel, frederick ross, arthur b. crozier and rose pothier	removed from office were george pratt, robert e. davis, norman gray, john virtue, corporate secretary, and barrett b. weekes, chairman, president and chief executive officer	Contrast
the merkur cars also suffered from spotty quality, some dealers say	"it was like a comedy of errors,"" says martin j. ""hoot"" mcinerney"	Instantiation
the program provides highly subsidized loans to any student whose family earns less than a particular amount	high default rates, a low interest rate, and government coverage of all interest costs while the student is in school make program costs extremely high	Contrast
mr. achenbaum's move follows the announcement last month that his consulting partner, stanley canter, 66, would retire	"when the announcement came out, ""i picked up the phone and said, `why don't you come to us"	Cause
the state is protected when plans and designs for public structures were approved ahead of time or when structures met previously approved standards	those defenses might well apply to the bay bridge collapse	Restatement
"that he expects the company to ""benefit from some of the disruption faced by our competitors"	while our competitors are concerned with their financial viability and possible ownership changes, we will be concentrating on buying and selling merchandise our customers need and want	Cause
in june, the company agreed to settle for $18 million several lawsuits related to its sales practices, without admitting or denying the charges	an investigation by u.s. postal inspectors is continuing	Conjunction
they would educate our children better if only they got a few thousand dollars a year more	it is the kind of libel the teachers' unions don't mind spreading, for their own narrow purposes	Contrast
the animal had to be destroyed	the bikers fled and were never found	Conjunction
a new product, newsedge, carries five business news wires simultaneously into a user's computer and beeps and flashes whenever an article appears that is of interest to the user	the product scans the wires looking for articles that contain key words specified by the user	Restatement
it's still unclear whether secretary kemp wants to completely overhaul the engine room at hud or just tighten a few screws here and there	no doubt he believes the place can be salvaged	Contrast
tradition is dictator at lloyd's	three years ago, the exchange took up residence in a space-age tower of steel and glass -- evocative of the kind of modern architecture that britain's prince charles has denounced	Contrast
the big word around specialized is passion	what i hope to bring to this is another word: process	Contrast
the five units generated sales of about $1.3 billion in 1988, almost half of emhart's $2.3 billion revenue	bostic posted 1988 sales of $255 million	Restatement
this kind of contingency analysis is common in war planning and business planning	there is no reason that it can not be done for defense planning	Conjunction
